date,date_start,date_end,date_middle,sample_size,party,total,male,female,age_18_34,age_35_54,age_55,class_abc1,class_c2de,class_f,region_dublin,region_leinster,region_munster,region_connacht_ulster,area_urban,area_rural,const_seats_3,const_seats_4,const_seats_5
2018-11-13,2018-11-01,2018-11-13,2018-11-07,905,Other Independent Candidate,0.09,0.08,0.1,0.09,0.1,0.09,0.11,0.09,0.03,0.03,0.07,0.13,0.17,0.06,0.15,0.06,0.09,0.12
2018-11-13,2018-11-01,2018-11-13,2018-11-07,905,RENUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-13,2018-11-01,2018-11-13,2018-11-07,905,Sinn Féin,0.23,0.25,0.2,0.31,0.28,0.13,0.19,0.27,0.16,0.24,0.24,0.22,0.21,0.26,0.16,0.23,0.21,0.25
2018-11-13,2018-11-01,2018-11-13,2018-11-07,905,Social Democrats,0.01,0.01,0.01,0,0.02,0,0.01,0,0.04,0.01,0.01,0.01,0,0,0.02,0,0.01,0.02
2018-11-13,2018-11-01,2018-11-13,2018-11-07,905,Socialist Party,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-13,2018-11-01,2018-11-13,2018-11-07,905,Solidarity/PBP,0.02,0.03,0.02,0.04,0.01,0.02,0.04,0.01,0,0.07,0.01,0,0,0.03,0,0.01,0.03,0.02
2018-11-13,2018-11-01,2018-11-13,2018-11-07,905,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Fianna Fáil,0.29,0.28,0.31,0.27,0.26,0.33,0.29,0.28,0.39,0.21,0.36,0.3,0.33,0.28,0.31,0.32,0.27,0.29
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Fine Gael,0.31,0.32,0.3,0.24,0.28,0.36,0.33,0.28,0.34,0.35,0.27,0.31,0.29,0.3,0.32,0.37,0.33,0.24
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Green Party,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0,0.07,0.01,0.01,0.04,0.04,0.03,0.01,0.06,0.01
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Independent Alliance,0.02,0.02,0.02,0.03,0.02,0.01,0.02,0.02,0.03,0.02,0.02,0,0.04,0.02,0.01,0.02,0.02,0.02
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Labour,0.05,0.04,0.06,0.05,0.05,0.04,0.04,0.06,0,0.08,0.07,0.02,0.01,0.06,0.02,0.04,0.04,0.06
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Other Independent Candidate,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.06,0.09,0.17,0.08,0.09,0.1,0.09,0.09,0.11
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,RENUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Sinn Féin,0.17,0.18,0.16,0.27,0.21,0.09,0.13,0.22,0.11,0.19,0.14,0.18,0.17,0.17,0.18,0.13,0.15,0.22
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Social Democrats,0.02,0.03,0,0,0.02,0.02,0.02,0.01,0,0.01,0.03,0.01,0.02,0.01,0.02,0.01,0.02,0.01
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Socialist Party,0,0,0.01,0,0,0.01,0,0,0.04,0,0,0,0.02,0,0,0,0,0.01
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Solidarity/PBP,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.01,0,0.03,0.02,0,0,0.02,0,0,0.02,0.02
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Fianna Fáil,0.26,0.28,0.24,0.19,0.24,0.31,0.23,0.28,0.21,0.16,0.24,0.34,0.29,0.25,0.27,0.19,0.29,0.25
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Fine Gael,0.3,0.26,0.33,0.28,0.28,0.32,0.35,0.23,0.48,0.35,0.28,0.24,0.33,0.29,0.3,0.33,0.3,0.27
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Green Party,0.02,0.04,0,0.02,0.02,0.02,0.01,0.03,0,0.06,0,0.01,0.01,0.03,0,0,0.04,0.01
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Independent Alliance,0.02,0.03,0.02,0.02,0.02,0.02,0.04,0.01,0,0.03,0.03,0,0.02,0.02,0.02,0.01,0.02,0.03
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Labour,0.04,0.03,0.04,0.05,0.03,0.04,0.03,0.05,0,0.07,0.06,0.02,0,0.05,0.02,0.05,0.02,0.05
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Other Independent Candidate,0.13,0.11,0.15,0.13,0.15,0.11,0.17,0.09,0.22,0.05,0.17,0.15,0.18,0.08,0.24,0.23,0.1,0.11
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,RENUA,0,0,0,0,0,0.01,0.01,0,0,0,0.01,0,0,0,0,0.01,0,0
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Sinn Féin,0.21,0.21,0.2,0.29,0.22,0.14,0.14,0.27,0.09,0.24,0.19,0.22,0.15,0.24,0.13,0.13,0.2,0.26
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Social Democrats,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.02,0,0,0.01,0.01,0.01,0.02,0,0.01
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Socialist Party,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Solidarity/PBP,0.02,0.03,0.01,0.02,0.02,0.01,0.02,0.02,0,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.02
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Fianna Fáil,0.26,0.28,0.23,0.22,0.22,0.32,0.25,0.27,0.25,0.17,0.34,0.3,0.21,0.23,0.31,0.26,0.26,0.25
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Fine Gael,0.3,0.3,0.31,0.22,0.3,0.36,0.34,0.23,0.46,0.32,0.29,0.29,0.33,0.29,0.33,0.38,0.26,0.32
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Green Party,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0,0.04,0.02,0,0.02,0.03,0.01,0.01,0.03,0.01
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Independent Alliance,0.02,0.03,0.01,0.02,0.02,0.03,0.03,0.02,0,0.03,0.01,0.02,0.03,0.02,0.02,0.01,0.04,0
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Labour,0.05,0.04,0.05,0.02,0.07,0.04,0.05,0.04,0.05,0.09,0.06,0.02,0,0.06,0.03,0.02,0.06,0.04
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Other Independent Candidate,0.12,0.11,0.14,0.15,0.16,0.07,0.1,0.16,0.08,0.04,0.14,0.15,0.2,0.11,0.15,0.15,0.09,0.17
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,RENUA,0.01,0.01,0,0.01,0,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Sinn Féin,0.18,0.17,0.19,0.28,0.17,0.13,0.16,0.22,0.12,0.23,0.12,0.2,0.17,0.2,0.14,0.14,0.21,0.17
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Social Democrats,0.01,0.01,0.01,0.02,0.01,0,0.02,0,0,0.03,0,0,0,0.01,0,0.01,0.01,0.01
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Socialist Party,0.01,0,0.01,0,0.02,0.01,0.01,0.01,0.04,0.02,0,0,0.02,0.01,0,0,0.01,0.01
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Solidarity/PBP,0.02,0.02,0.01,0.03,0.02,0.01,0.01,0.03,0,0.02,0.01,0.01,0.03,0.02,0.01,0.01,0.02,0.01
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Workers Party,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Fianna Fáil,0.25,0.24,0.26,0.16,0.24,0.31,0.26,0.25,0.24,0.18,0.35,0.24,0.23,0.24,0.28,0.23,0.26,0.26
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Fine Gael,0.31,0.34,0.28,0.25,0.3,0.35,0.38,0.22,0.47,0.36,0.25,0.3,0.33,0.3,0.33,0.34,0.29,0.31
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Green Party,0.03,0.03,0.03,0.08,0.02,0.02,0.04,0.03,0,0.09,0.01,0.02,0.01,0.05,0,0.02,0.05,0.02
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Independent Alliance,0.02,0.02,0.03,0.04,0.03,0.01,0.02,0.03,0,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.03,0.01
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Labour,0.05,0.04,0.05,0.04,0.04,0.06,0.05,0.05,0,0.07,0.05,0.02,0.04,0.05,0.04,0.05,0.02,0.07
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Other Independent Candidate,0.12,0.11,0.12,0.1,0.11,0.13,0.07,0.14,0.24,0.02,0.15,0.15,0.15,0.08,0.19,0.11,0.07,0.18
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,RENUA,0,0,0.01,0.01,0,0,0.01,0,0,0.01,0.01,0,0,0.01,0,0.01,0.01,0
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Sinn Féin,0.19,0.2,0.19,0.3,0.22,0.1,0.15,0.25,0.05,0.21,0.14,0.24,0.18,0.22,0.14,0.19,0.24,0.14
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Social Democrats,0,0,0.01,0.01,0,0,0,0.01,0,0,0.01,0,0,0.01,0,0.01,0,0
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Socialist Party,0,0,0.01,0,0.01,0,0.01,0,0,0.02,0,0,0,0.01,0,0,0,0.01
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Solidarity/PBP,0.01,0.01,0.02,0,0.02,0.02,0.01,0.02,0,0.02,0,0,0.04,0.02,0,0,0.03,0
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Fianna Fáil,0.29,0.29,0.29,0.19,0.28,0.36,0.25,0.31,0.4,0.18,0.32,0.32,0.38,0.27,0.33,0.27,0.28,0.3
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Fine Gael,0.28,0.27,0.3,0.3,0.23,0.32,0.35,0.21,0.36,0.36,0.19,0.27,0.3,0.28,0.28,0.29,0.32,0.23
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Green Party,0.01,0.01,0.02,0,0.02,0.02,0.02,0.01,0,0.04,0,0.01,0,0.02,0,0.01,0.02,0.01
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Independent Alliance,0.04,0.05,0.03,0.04,0.04,0.05,0.05,0.04,0.03,0.07,0.02,0.05,0.02,0.05,0.03,0.06,0.04,0.04
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Labour,0.04,0.05,0.04,0.04,0.03,0.05,0.04,0.05,0,0.05,0.06,0.04,0.01,0.05,0.03,0.02,0.03,0.07
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Other Independent Candidate,0.1,0.09,0.11,0.11,0.11,0.08,0.09,0.1,0.15,0.04,0.14,0.12,0.11,0.07,0.15,0.13,0.08,0.11
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,RENUA,0,0.01,0,0,0.01,0,0,0.01,0,0.01,0.01,0,0,0,0,0.01,0,0
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Sinn Féin,0.21,0.22,0.19,0.3,0.25,0.1,0.17,0.25,0.07,0.21,0.24,0.19,0.16,0.23,0.17,0.22,0.2,0.21
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Social Democrats,0.01,0.01,0.01,0,0.02,0,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Socialist Party,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Solidarity/PBP,0.01,0,0.01,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0.01,0,0,0.02
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Workers Party,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Fianna Fáil,0.28,0.3,0.27,0.3,0.23,0.33,0.28,0.29,0.32,0.22,0.34,0.28,0.32,0.28,0.3,0.35,0.28,0.25
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Fine Gael,0.28,0.26,0.3,0.21,0.27,0.33,0.32,0.23,0.41,0.33,0.27,0.3,0.19,0.27,0.3,0.34,0.25,0.29
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Green Party,0.05,0.04,0.06,0.06,0.06,0.03,0.07,0.04,0.03,0.08,0.05,0.03,0.03,0.06,0.04,0.04,0.05,0.06
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Independent Alliance,0.03,0.02,0.03,0.03,0.04,0.01,0.02,0.03,0.03,0.05,0.01,0.02,0.01,0.03,0.01,0.03,0.04,0.01
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Labour,0.04,0.03,0.06,0.04,0.03,0.06,0.03,0.05,0.03,0.04,0.07,0.06,0,0.04,0.05,0.04,0.06,0.03
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Other Independent Candidate,0.09,0.1,0.08,0.04,0.11,0.1,0.09,0.09,0.09,0.03,0.1,0.08,0.19,0.07,0.13,0.09,0.05,0.15
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,RENUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Sinn Féin,0.19,0.21,0.17,0.27,0.23,0.1,0.15,0.24,0.1,0.18,0.13,0.2,0.26,0.21,0.15,0.11,0.22,0.19
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Social Democrats,0.01,0.01,0,0.02,0,0.01,0.01,0.01,0,0,0.02,0.01,0,0.01,0,0,0.01,0.01
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Socialist Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Solidarity/PBP,0.03,0.03,0.03,0.04,0.01,0.03,0.03,0.03,0,0.06,0.01,0.01,0.01,0.04,0.01,0.01,0.05,0.02
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Aontú,0.01,0.01,0,0,0.01,0.01,0,0.01,0,0.01,0.01,0.01,0.01,0,0.01,0.02,0.01,0
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Fianna Fáil,0.28,0.28,0.27,0.2,0.25,0.34,0.18,0.35,0.47,0.19,0.4,0.27,0.27,0.22,0.39,0.35,0.26,0.26
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Fine Gael,0.23,0.22,0.25,0.19,0.2,0.29,0.24,0.21,0.38,0.26,0.2,0.23,0.24,0.24,0.23,0.25,0.22,0.24
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Green Party,0.11,0.09,0.13,0.21,0.13,0.04,0.19,0.04,0.1,0.2,0.09,0.05,0.07,0.14,0.06,0.09,0.13,0.1
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Independent Alliance,0.03,0.04,0.01,0.04,0.04,0.01,0.03,0.03,0,0.03,0,0.02,0.06,0.03,0.02,0.04,0.03,0.02
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Labour,0.05,0.05,0.05,0.02,0.05,0.06,0.06,0.04,0,0.06,0.08,0.01,0.02,0.06,0.03,0.04,0.04,0.07
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Other Independent Candidate,0.13,0.13,0.14,0.14,0.15,0.12,0.12,0.16,0.03,0.04,0.11,0.23,0.18,0.13,0.15,0.13,0.11,0.16
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,RENUA,0.01,0.01,0,0,0.01,0.01,0,0.01,0,0,0.01,0,0.01,0,0.01,0,0.01,0.01
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Sinn Féin,0.12,0.12,0.11,0.17,0.12,0.09,0.11,0.14,0.03,0.12,0.08,0.16,0.1,0.14,0.08,0.04,0.14,0.12
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Social Democrats,0.01,0.01,0,0,0.01,0,0.01,0,0,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Socialist Party,0,0,0,0,0,0.01,0,0.01,0,0.01,0,0,0,0.01,0,0,0,0.01
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Solidarity/PBP,0.02,0.03,0.02,0.03,0.04,0.01,0.05,0.01,0,0.05,0.01,0.01,0.03,0.03,0.02,0.02,0.03,0.02
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Workers Party,0,0,0,0,0,0,0.01,0,0,0.01,0.01,0,0,0.01,0,0.01,0,0
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Aontú,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Fianna Fáil,0.31,0.31,0.3,0.26,0.27,0.37,0.31,0.29,0.44,0.23,0.34,0.32,0.38,0.26,0.39,0.31,0.28,0.34
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Fine Gael,0.26,0.3,0.23,0.24,0.26,0.28,0.24,0.26,0.44,0.26,0.31,0.22,0.27,0.26,0.27,0.34,0.26,0.22
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Green Party,0.07,0.05,0.1,0.07,0.09,0.06,0.12,0.04,0,0.15,0.06,0.02,0.04,0.09,0.04,0.06,0.07,0.08
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Independent Alliance,0.04,0.03,0.04,0.07,0.03,0.02,0.03,0.04,0,0.04,0.03,0.03,0.05,0.04,0.04,0.05,0.04,0.03
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Labour,0.06,0.04,0.07,0.04,0.04,0.08,0.05,0.07,0,0.09,0.03,0.06,0.02,0.08,0.01,0.07,0.05,0.06
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Other Independent Candidate,0.09,0.1,0.08,0.09,0.06,0.11,0.09,0.09,0.04,0.01,0.05,0.17,0.12,0.08,0.09,0.04,0.1,0.1
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,RENUA,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Sinn Féin,0.14,0.15,0.13,0.17,0.21,0.06,0.11,0.18,0.07,0.14,0.14,0.18,0.1,0.15,0.13,0.08,0.17,0.15
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Social Democrats,0.01,0,0.02,0.01,0.02,0,0.02,0,0,0.01,0.02,0,0.01,0.01,0.01,0,0.01,0.02
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Socialist Party,0.01,0,0.01,0.01,0,0,0.01,0,0,0.02,0,0,0,0.01,0,0.01,0.01,0
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Solidarity/PBP,0.02,0.02,0.02,0.04,0.01,0.01,0.02,0.02,0,0.04,0.01,0,0.03,0.02,0.01,0.03,0.02,0.01
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,Aontú,0,0.01,0,0,0.01,0,0,0.01,0,0,0,0,0.02,0,0,0,0,0.01
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,Fianna Fáil,0.29,0.3,0.27,0.18,0.29,0.34,0.27,0.29,0.39,0.26,0.23,0.37,0.32,0.28,0.3,0.26,0.36,0.21
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,Fine Gael,0.27,0.23,0.31,0.23,0.24,0.32,0.26,0.24,0.44,0.2,0.28,0.34,0.26,0.22,0.35,0.34,0.24,0.26
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,Green Party,0.05,0.05,0.05,0.1,0.04,0.03,0.07,0.04,0,0.07,0.04,0.03,0.04,0.07,0.01,0.03,0.05,0.06
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,Independent Alliance,0.04,0.05,0.03,0.06,0.04,0.02,0.05,0.03,0.03,0.06,0.03,0.01,0.04,0.05,0.02,0.05,0.05,0.03
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,Labour,0.03,0.03,0.03,0.05,0.01,0.05,0.05,0.02,0.03,0.03,0.03,0.03,0.05,0.03,0.04,0.01,0.04,0.04
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,Other Independent Candidate,0.09,0.1,0.07,0.05,0.1,0.09,0.09,0.08,0.09,0.06,0.09,0.06,0.15,0.07,0.11,0.13,0.05,0.12
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,RENUA,0.01,0,0.01,0,0,0.01,0.01,0,0,0.02,0,0,0,0.01,0,0.01,0.01,0
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,Sinn Féin,0.2,0.22,0.19,0.27,0.24,0.12,0.16,0.27,0.02,0.26,0.27,0.13,0.12,0.23,0.16,0.18,0.18,0.24
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,Social Democrats,0.01,0,0.02,0.02,0,0.01,0.02,0.01,0,0.02,0.01,0,0.02,0.01,0.01,0,0,0.02
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,Socialist Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,Solidarity/PBP,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0,0.02,0.01,0.02,0.01,0.02,0,0,0.03,0
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-12,2019-11-01,2019-11-12,2019-11-06,923,Aontú,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-12,2019-11-01,2019-11-12,2019-11-06,923,Fianna Fáil,0.25,0.27,0.24,0.21,0.19,0.34,0.24,0.27,0.25,0.2,0.19,0.3,0.38,0.23,0.3,0.19,0.3,0.24
2019-11-12,2019-11-01,2019-11-12,2019-11-06,923,Fine Gael,0.27,0.26,0.28,0.3,0.21,0.32,0.33,0.19,0.49,0.3,0.21,0.3,0.29,0.26,0.3,0.33,0.27,0.24
2019-11-12,2019-11-01,2019-11-12,2019-11-06,923,Green Party,0.06,0.05,0.07,0.08,0.07,0.03,0.06,0.06,0,0.09,0.08,0.01,0.02,0.07,0.03,0.06,0.06,0.05
2019-11-12,2019-11-01,2019-11-12,2019-11-06,923,Independent Alliance,0.04,0.04,0.04,0.02,0.08,0.02,0.04,0.04,0.04,0.03,0.06,0.04,0.03,0.04,0.05,0.01,0.05,0.05
2019-11-12,2019-11-01,2019-11-12,2019-11-06,923,Labour,0.06,0.06,0.06,0.04,0.08,0.06,0.07,0.07,0,0.07,0.07,0.09,0.01,0.09,0.01,0.09,0.05,0.05
2019-11-12,2019-11-01,2019-11-12,2019-11-06,923,Other Independent Candidate,0.1,0.08,0.12,0.05,0.15,0.08,0.08,0.12,0.1,0.04,0.16,0.09,0.12,0.09,0.11,0.1,0.09,0.11
2019-11-12,2019-11-01,2019-11-12,2019-11-06,923,RENUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-12,2019-11-01,2019-11-12,2019-11-06,923,Sinn Féin,0.17,0.18,0.15,0.24,0.18,0.12,0.14,0.21,0.08,0.19,0.21,0.14,0.1,0.17,0.16,0.12,0.16,0.21
2019-11-12,2019-11-01,2019-11-12,2019-11-06,923,Social Democrats,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.04,0.02,0.01,0.02,0.03,0.01,0.03,0,0.01,0.04
2019-11-12,2019-11-01,2019-11-12,2019-11-06,923,Socialist Party,0,0.01,0,0.01,0,0,0.01,0,0,0.01,0,0,0,0.01,0,0.02,0,0
2019-11-12,2019-11-01,2019-11-12,2019-11-06,923,Solidarity/PBP,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.03,0,0.05,0.01,0,0.02,0.03,0.01,0.06,0.01,0.01
2019-11-12,2019-11-01,2019-11-12,2019-11-06,923,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-17,2019-12-05,2019-12-17,2019-12-11,934,Aontú,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-17,2019-12-05,2019-12-17,2019-12-11,934,Fianna Fáil,0.27,0.31,0.23,0.22,0.23,0.34,0.24,0.28,0.38,0.19,0.29,0.27,0.39,0.22,0.37,0.25,0.29,0.25
2019-12-17,2019-12-05,2019-12-17,2019-12-11,934,Fine Gael,0.27,0.25,0.3,0.3,0.23,0.3,0.3,0.22,0.44,0.33,0.26,0.25,0.23,0.28,0.27,0.31,0.33,0.19
2019-12-17,2019-12-05,2019-12-17,2019-12-11,934,Green Party,0.06,0.05,0.07,0.09,0.07,0.03,0.08,0.04,0.02,0.09,0.07,0.03,0.03,0.07,0.03,0.07,0.05,0.06
2019-12-17,2019-12-05,2019-12-17,2019-12-11,934,Independent Alliance,0.02,0.02,0.02,0.01,0.02,0.02,0.03,0.01,0,0.02,0.02,0.03,0,0.02,0.02,0.02,0.02,0.02
2019-12-17,2019-12-05,2019-12-17,2019-12-11,934,Labour,0.06,0.04,0.07,0.04,0.06,0.06,0.05,0.07,0,0.07,0.09,0.04,0,0.06,0.03,0.08,0.04,0.06
2019-12-17,2019-12-05,2019-12-17,2019-12-11,934,Other Independent Candidate,0.09,0.1,0.09,0.03,0.13,0.08,0.11,0.08,0.04,0.04,0.11,0.13,0.12,0.08,0.12,0.1,0.04,0.15
2019-12-17,2019-12-05,2019-12-17,2019-12-11,934,RENUA,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01
2019-12-17,2019-12-05,2019-12-17,2019-12-11,934,Sinn Féin,0.2,0.22,0.18,0.28,0.22,0.14,0.15,0.26,0.12,0.19,0.14,0.26,0.21,0.23,0.15,0.15,0.19,0.25
