date,date_start,date_end,date_middle,sample_size,party,total,male,female,age_18_34,age_35_54,age_55,class_abc1,class_c2de,class_f,region_dublin,region_leinster,region_munster,region_connacht_ulster,area_urban,area_rural,const_seats_3,const_seats_4,const_seats_5
2016-07-13,2016-07-01,2016-07-13,2016-07-07,909,Fine Gael,0.25,0.25,0.26,0.24,0.23,0.28,0.31,0.18,0.43,0.24,0.21,0.32,0.23,0.24,0.28,0.2,0.28,0.26
2016-07-13,2016-07-01,2016-07-13,2016-07-07,909,Green Party,0.02,0.03,0.02,0.02,0.03,0.01,0.02,0.03,0,0.02,0.02,0.03,0.02,0.02,0.03,0.04,0.02,0.02
2016-07-13,2016-07-01,2016-07-13,2016-07-07,909,Independent Alliance,0.04,0.05,0.03,0.04,0.04,0.04,0.05,0.03,0,0.04,0.06,0.04,0.02,0.04,0.04,0.02,0.04,0.05
2016-07-13,2016-07-01,2016-07-13,2016-07-07,909,Labour,0.06,0.06,0.06,0.08,0.03,0.09,0.08,0.05,0,0.05,0.08,0.09,0.01,0.07,0.05,0.06,0.08,0.04
2016-07-13,2016-07-01,2016-07-13,2016-07-07,909,Other Independent Candidate,0.08,0.08,0.08,0.07,0.11,0.07,0.08,0.1,0.02,0.07,0.07,0.05,0.18,0.07,0.11,0.11,0.07,0.09
2016-07-13,2016-07-01,2016-07-13,2016-07-07,909,RENUA,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0
2016-07-13,2016-07-01,2016-07-13,2016-07-07,909,Sinn Féin,0.14,0.16,0.13,0.23,0.13,0.1,0.12,0.17,0.13,0.19,0.16,0.08,0.14,0.18,0.09,0.13,0.14,0.16
2016-07-13,2016-07-01,2016-07-13,2016-07-07,909,Social Democrats,0.02,0.02,0.01,0.04,0.01,0.02,0.02,0.02,0,0.03,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.02
2016-07-13,2016-07-01,2016-07-13,2016-07-07,909,Socialist Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-13,2016-07-01,2016-07-13,2016-07-07,909,Solidarity/PBP,0.05,0.05,0.04,0.04,0.05,0.04,0.03,0.07,0,0.09,0.03,0.03,0.02,0.06,0.02,0.02,0.05,0.06
2016-07-13,2016-07-01,2016-07-13,2016-07-07,909,Workers Party,0.03,0.02,0.03,0.02,0.04,0.01,0.03,0.03,0,0.01,0.01,0.05,0.05,0.01,0.06,0.01,0.01,0.06
2016-09-14,2016-09-04,2016-09-14,2016-09-09,911,Fianna Fáil,0.28,0.3,0.26,0.2,0.22,0.41,0.17,0.34,0.39,0.16,0.42,0.22,0.3,0.24,0.34,0.37,0.24,0.27
2016-09-14,2016-09-04,2016-09-14,2016-09-09,911,Fine Gael,0.23,0.22,0.25,0.2,0.24,0.26,0.28,0.18,0.38,0.23,0.17,0.23,0.35,0.23,0.23,0.18,0.27,0.23
2016-09-14,2016-09-04,2016-09-14,2016-09-09,911,Green Party,0.02,0.02,0.02,0.03,0.02,0.01,0.03,0.02,0,0.04,0.01,0.01,0.02,0.02,0.02,0.04,0.01,0.02
2016-09-14,2016-09-04,2016-09-14,2016-09-09,911,Independent Alliance,0.04,0.04,0.04,0.05,0.04,0.02,0.06,0.03,0,0.07,0.05,0,0.02,0.04,0.04,0.06,0,0.06
2016-09-14,2016-09-04,2016-09-14,2016-09-09,911,Labour,0.07,0.05,0.09,0.1,0.08,0.03,0.08,0.06,0,0.12,0.04,0.08,0.01,0.1,0.02,0.06,0.11,0.02
2016-09-14,2016-09-04,2016-09-14,2016-09-09,911,Other Independent Candidate,0.12,0.09,0.14,0.14,0.14,0.07,0.17,0.08,0.07,0.08,0.03,0.24,0.12,0.12,0.11,0.07,0.12,0.14
2016-09-14,2016-09-04,2016-09-14,2016-09-09,911,RENUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-14,2016-09-04,2016-09-14,2016-09-09,911,Sinn Féin,0.18,0.22,0.13,0.24,0.18,0.14,0.14,0.21,0.16,0.19,0.2,0.16,0.17,0.16,0.21,0.16,0.17,0.2
2016-09-14,2016-09-04,2016-09-14,2016-09-09,911,Social Democrats,0.01,0.03,0,0.01,0.02,0.01,0.01,0.02,0,0.02,0.01,0.01,0.01,0.02,0.01,0,0.01,0.02
2016-09-14,2016-09-04,2016-09-14,2016-09-09,911,Socialist Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-14,2016-09-04,2016-09-14,2016-09-09,911,Solidarity/PBP,0.04,0.03,0.05,0.03,0.05,0.04,0.03,0.05,0,0.09,0.05,0.02,0,0.07,0,0.04,0.05,0.03
2016-09-14,2016-09-04,2016-09-14,2016-09-09,911,Workers Party,0.01,0,0.02,0.01,0.01,0.01,0.02,0.01,0,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0,0.02
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Fianna Fáil,0.3,0.31,0.29,0.19,0.23,0.44,0.26,0.31,0.4,0.24,0.32,0.28,0.38,0.32,0.27,0.25,0.36,0.26
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Fine Gael,0.28,0.28,0.28,0.27,0.31,0.25,0.31,0.24,0.37,0.25,0.18,0.33,0.39,0.26,0.31,0.38,0.28,0.21
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Green Party,0.02,0.03,0.02,0.04,0.03,0.01,0.04,0.01,0,0.06,0.02,0.01,0,0.04,0,0.02,0.02,0.03
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Independent Alliance,0.05,0.05,0.04,0.05,0.04,0.05,0.07,0.02,0.04,0.08,0.03,0.04,0.03,0.05,0.04,0.09,0.03,0.03
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Labour,0.03,0.03,0.03,0.02,0.05,0.03,0.03,0.04,0,0.05,0.02,0.02,0.03,0.04,0.02,0.04,0.05,0
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Other Independent Candidate,0.11,0.1,0.11,0.07,0.15,0.09,0.12,0.09,0.18,0.11,0.12,0.13,0.06,0.08,0.15,0.1,0.07,0.15
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,RENUA,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Sinn Féin,0.17,0.16,0.18,0.3,0.15,0.1,0.1,0.25,0.01,0.15,0.27,0.15,0.11,0.16,0.19,0.13,0.12,0.26
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Social Democrats,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Socialist Party,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Solidarity/PBP,0.03,0.04,0.03,0.06,0.03,0.02,0.05,0.03,0,0.07,0.02,0.04,0,0.06,0.01,0,0.05,0.04
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Fianna Fáil,0.29,0.31,0.27,0.3,0.27,0.3,0.31,0.27,0.29,0.24,0.36,0.3,0.24,0.28,0.3,0.34,0.36,0.2
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Fine Gael,0.23,0.25,0.22,0.16,0.23,0.29,0.22,0.22,0.44,0.14,0.19,0.25,0.39,0.19,0.3,0.28,0.24,0.2
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Green Party,0.03,0.02,0.04,0.02,0.05,0,0.03,0.03,0,0.02,0.01,0.03,0.05,0.02,0.04,0.04,0.04,0.01
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Independent Alliance,0.03,0.02,0.04,0.01,0.03,0.02,0.04,0.01,0.07,0.02,0.02,0.01,0.06,0.02,0.03,0.06,0.02,0.02
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Labour,0.05,0.04,0.06,0.01,0.06,0.06,0.06,0.04,0,0.08,0.04,0.02,0.04,0.06,0.03,0.04,0.03,0.06
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Other Independent Candidate,0.15,0.12,0.17,0.18,0.14,0.13,0.13,0.18,0.04,0.17,0.08,0.23,0.08,0.17,0.11,0.07,0.12,0.2
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,RENUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Sinn Féin,0.17,0.19,0.14,0.25,0.16,0.12,0.14,0.19,0.15,0.21,0.23,0.12,0.1,0.2,0.12,0.1,0.13,0.23
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Social Democrats,0.01,0.02,0,0.03,0.01,0.01,0.03,0,0,0.03,0.01,0,0,0.02,0,0.02,0.01,0.01
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Socialist Party,0,0,0.01,0,0.01,0,0.01,0,0,0,0.01,0,0,0,0,0.01,0,0
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Solidarity/PBP,0.05,0.04,0.06,0.04,0.04,0.06,0.04,0.07,0,0.09,0.04,0.04,0.03,0.05,0.06,0.04,0.05,0.06
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Fianna Fáil,0.32,0.32,0.32,0.33,0.23,0.41,0.31,0.3,0.55,0.23,0.27,0.44,0.32,0.31,0.34,0.19,0.39,0.3
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Fine Gael,0.21,0.23,0.19,0.15,0.16,0.31,0.21,0.2,0.29,0.2,0.23,0.17,0.29,0.2,0.23,0.2,0.22,0.21
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Green Party,0.02,0.03,0.02,0.01,0.03,0.03,0.04,0.02,0,0.01,0.04,0.01,0.03,0.03,0.02,0.02,0.04,0.01
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Independent Alliance,0.05,0.05,0.05,0.01,0.11,0.03,0.09,0.03,0.02,0.11,0.02,0.03,0.04,0.05,0.05,0.2,0.02,0.01
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Labour,0.06,0.07,0.05,0.06,0.08,0.03,0.06,0.06,0,0.07,0.07,0.07,0.01,0.07,0.03,0.07,0.05,0.06
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Other Independent Candidate,0.08,0.04,0.12,0.05,0.09,0.09,0.07,0.09,0.06,0.04,0.06,0.11,0.11,0.06,0.11,0.04,0.09,0.09
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,RENUA,0,0,0.01,0.02,0,0,0.01,0,0,0.01,0,0,0,0.01,0,0,0.01,0
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Sinn Féin,0.19,0.22,0.16,0.24,0.25,0.08,0.15,0.24,0.08,0.16,0.29,0.17,0.17,0.19,0.19,0.23,0.14,0.24
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Social Democrats,0.02,0.02,0.02,0.07,0,0,0.04,0,0,0.05,0.01,0.01,0.01,0.03,0.01,0.03,0.03,0
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Socialist Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Solidarity/PBP,0.03,0.01,0.06,0.07,0.02,0.02,0.01,0.06,0,0.11,0.01,0,0,0.05,0,0.02,0.02,0.06
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Workers Party,0.01,0,0.01,0,0.01,0,0,0.01,0,0,0,0,0.02,0,0.01,0.01,0,0.01
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Fianna Fáil,0.28,0.25,0.31,0.26,0.26,0.31,0.24,0.3,0.36,0.23,0.29,0.24,0.42,0.26,0.3,0.26,0.23,0.36
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Fine Gael,0.22,0.26,0.18,0.2,0.18,0.29,0.26,0.18,0.29,0.23,0.21,0.24,0.22,0.24,0.2,0.24,0.27,0.15
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Green Party,0.02,0.02,0.02,0.02,0.03,0,0.02,0.02,0,0.06,0,0.01,0,0.03,0,0.01,0.03,0
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Independent Alliance,0.06,0.06,0.05,0.05,0.07,0.04,0.07,0.05,0,0.08,0.05,0.06,0,0.06,0.06,0.05,0.07,0.03
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Labour,0.06,0.06,0.06,0.08,0.06,0.05,0.08,0.05,0.06,0.09,0.04,0.09,0.01,0.07,0.05,0.07,0.07,0.04
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Other Independent Candidate,0.08,0.09,0.08,0.08,0.12,0.05,0.13,0.03,0.12,0.02,0.08,0.13,0.1,0.04,0.14,0.16,0.07,0.06
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,RENUA,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Sinn Féin,0.23,0.22,0.24,0.3,0.21,0.2,0.17,0.3,0.17,0.25,0.26,0.19,0.21,0.26,0.19,0.18,0.21,0.29
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Social Democrats,0.01,0.01,0.01,0,0.01,0.02,0,0.02,0,0,0.03,0.01,0,0,0.02,0.02,0,0.02
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Socialist Party,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Solidarity/PBP,0.02,0.02,0.02,0.01,0.02,0.03,0.02,0.03,0,0.03,0.01,0.02,0.02,0.03,0.01,0,0.03,0.02
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Workers Party,0.01,0,0.03,0,0.03,0.01,0.01,0.02,0,0,0.01,0.02,0.02,0,0.03,0,0.01,0.02
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Fianna Fáil,0.28,0.29,0.27,0.13,0.3,0.39,0.19,0.37,0.31,0.24,0.33,0.29,0.31,0.25,0.35,0.36,0.27,0.22
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Fine Gael,0.29,0.33,0.24,0.31,0.27,0.29,0.4,0.16,0.39,0.35,0.26,0.22,0.31,0.31,0.25,0.28,0.34,0.23
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Green Party,0.02,0,0.03,0,0.03,0.01,0.02,0.02,0,0.02,0.04,0,0,0.02,0.01,0.03,0,0.02
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Independent Alliance,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.01,0.02,0.06,0.08,0.01,0.04,0.06,0.05,0.04,0.05
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Labour,0.05,0.05,0.04,0.03,0.04,0.07,0.05,0.05,0,0.05,0.09,0.04,0.01,0.05,0.03,0.03,0.05,0.06
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Other Independent Candidate,0.1,0.07,0.13,0.15,0.07,0.08,0.11,0.06,0.25,0.03,0.02,0.23,0.11,0.09,0.11,0.08,0.09,0.12
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,RENUA,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Sinn Féin,0.18,0.17,0.2,0.27,0.18,0.1,0.12,0.26,0.03,0.18,0.19,0.15,0.23,0.18,0.19,0.12,0.18,0.25
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Social Democrats,0.02,0.02,0.01,0.03,0.02,0,0.03,0.01,0,0.04,0,0,0.02,0.02,0,0,0.01,0.03
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Socialist Party,0.01,0.02,0.01,0,0.03,0,0.01,0.02,0,0.04,0,0,0,0.02,0,0.03,0.01,0
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Solidarity/PBP,0.02,0.01,0.03,0.02,0.02,0.02,0.02,0.02,0,0.04,0.02,0,0.01,0.03,0,0.03,0.01,0.02
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Fianna Fáil,0.27,0.27,0.27,0.22,0.26,0.31,0.27,0.26,0.28,0.23,0.3,0.3,0.25,0.26,0.29,0.28,0.29,0.23
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Fine Gael,0.28,0.3,0.26,0.26,0.23,0.33,0.29,0.24,0.44,0.31,0.24,0.27,0.3,0.26,0.31,0.3,0.32,0.2
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Green Party,0.02,0.03,0.02,0.01,0.03,0.02,0.03,0.03,0,0.04,0.03,0.01,0,0.03,0.01,0.02,0.02,0.03
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Independent Alliance,0.04,0.04,0.04,0.06,0.05,0.03,0.06,0.03,0,0.08,0.05,0.01,0.03,0.06,0.02,0.06,0.03,0.05
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Labour,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0,0.04,0.06,0.04,0.02,0.05,0.02,0,0.04,0.07
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Other Independent Candidate,0.12,0.12,0.12,0.12,0.12,0.13,0.15,0.09,0.19,0.11,0.1,0.15,0.13,0.12,0.12,0.09,0.12,0.14
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,RENUA,0.01,0.01,0.02,0.01,0.03,0,0.02,0.01,0,0,0.03,0.01,0.02,0.01,0.02,0.01,0.01,0.02
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Sinn Féin,0.18,0.16,0.21,0.26,0.2,0.11,0.11,0.27,0.09,0.14,0.17,0.21,0.23,0.17,0.21,0.21,0.14,0.23
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Social Democrats,0.01,0.01,0.01,0,0.02,0.01,0.02,0.01,0,0.02,0.02,0,0,0.02,0,0.01,0.01,0.01
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Socialist Party,0.01,0.01,0,0,0.01,0.01,0,0.01,0,0.01,0,0,0.02,0.01,0,0,0,0.01
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Solidarity/PBP,0.01,0.01,0.01,0.02,0.01,0,0.01,0.01,0,0.03,0,0,0,0.01,0,0.02,0.01,0.01
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Fianna Fáil,0.29,0.26,0.32,0.21,0.26,0.36,0.27,0.3,0.3,0.24,0.26,0.31,0.36,0.28,0.3,0.32,0.3,0.25
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Fine Gael,0.29,0.36,0.22,0.28,0.3,0.28,0.35,0.2,0.49,0.32,0.25,0.26,0.36,0.28,0.31,0.34,0.32,0.21
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Green Party,0.03,0.02,0.03,0.05,0.02,0.02,0.03,0.02,0,0.03,0.02,0.04,0.02,0.03,0.02,0.01,0.04,0.02
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Independent Alliance,0.05,0.05,0.04,0.04,0.05,0.05,0.06,0.05,0,0.08,0.04,0.02,0.07,0.06,0.03,0.06,0.03,0.07
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Labour,0.05,0.04,0.06,0.02,0.05,0.06,0.05,0.05,0.03,0.06,0.05,0.05,0.02,0.06,0.03,0.04,0.06,0.04
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Other Independent Candidate,0.09,0.07,0.12,0.07,0.11,0.09,0.08,0.11,0.1,0.07,0.1,0.13,0.08,0.09,0.1,0.1,0.07,0.12
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,RENUA,0,0,0.01,0.01,0,0,0,0,0.03,0.01,0,0.01,0,0.01,0,0,0.01,0
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Sinn Féin,0.18,0.19,0.18,0.29,0.18,0.14,0.13,0.26,0.06,0.18,0.26,0.19,0.08,0.18,0.2,0.12,0.14,0.29
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Social Democrats,0.01,0.01,0.01,0,0.01,0,0.01,0,0,0,0.02,0,0,0.01,0,0.01,0.01,0.01
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Socialist Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Solidarity/PBP,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0,0.02,0,0,0.02,0.01,0.01,0.01,0.01,0
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Fianna Fáil,0.3,0.26,0.35,0.22,0.26,0.38,0.24,0.35,0.34,0.26,0.3,0.29,0.36,0.27,0.35,0.35,0.3,0.25
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Fine Gael,0.29,0.3,0.28,0.27,0.33,0.26,0.34,0.2,0.54,0.31,0.25,0.29,0.31,0.26,0.33,0.3,0.33,0.22
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Green Party,0.02,0.02,0.02,0,0.03,0.03,0.03,0.01,0,0.07,0.01,0.01,0,0.03,0,0.05,0.02,0.01
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Independent Alliance,0.04,0.03,0.06,0.06,0.04,0.03,0.04,0.05,0,0.02,0.04,0.04,0.08,0.04,0.05,0.04,0.04,0.05
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Labour,0.05,0.04,0.05,0.04,0.06,0.03,0.07,0.03,0,0.07,0.07,0.03,0,0.06,0.02,0.05,0.04,0.05
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Other Independent Candidate,0.09,0.09,0.09,0.05,0.1,0.1,0.07,0.11,0.09,0.05,0.07,0.13,0.12,0.09,0.08,0.07,0.06,0.15
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,RENUA,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Sinn Féin,0.18,0.22,0.12,0.33,0.14,0.14,0.17,0.2,0.04,0.13,0.23,0.2,0.12,0.19,0.16,0.11,0.17,0.25
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Social Democrats,0.01,0.01,0.01,0.02,0.02,0,0.01,0.01,0,0.05,0,0,0,0.02,0,0.04,0,0
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Socialist Party,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Solidarity/PBP,0.02,0.03,0.02,0.02,0.03,0.01,0.02,0.03,0,0.03,0.04,0.01,0.01,0.03,0.01,0.01,0.03,0.02
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Fianna Fáil,0.25,0.25,0.25,0.17,0.19,0.36,0.21,0.28,0.31,0.21,0.23,0.27,0.31,0.24,0.26,0.27,0.26,0.22
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Fine Gael,0.33,0.33,0.33,0.3,0.35,0.33,0.38,0.26,0.49,0.41,0.29,0.33,0.28,0.32,0.35,0.35,0.39,0.25
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Green Party,0.02,0.01,0.04,0.02,0.03,0.01,0.04,0.01,0,0.02,0.02,0.02,0.03,0.03,0.02,0.01,0.02,0.03
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Independent Alliance,0.03,0.02,0.04,0.01,0.04,0.03,0.04,0.02,0.03,0.03,0.01,0.05,0.02,0.04,0.02,0.02,0.03,0.03
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Labour,0.05,0.04,0.06,0.06,0.06,0.03,0.05,0.05,0,0.06,0.06,0.03,0.04,0.06,0.02,0.02,0.06,0.05
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Other Independent Candidate,0.1,0.1,0.11,0.14,0.09,0.1,0.1,0.1,0.12,0.05,0.07,0.13,0.2,0.07,0.17,0.14,0.06,0.14
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,RENUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Sinn Féin,0.19,0.23,0.14,0.24,0.22,0.13,0.13,0.26,0.06,0.17,0.29,0.15,0.13,0.2,0.16,0.16,0.15,0.25
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Social Democrats,0.01,0.01,0.01,0.03,0,0,0.02,0,0,0.02,0.01,0.01,0,0.01,0,0.01,0.01,0.01
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Socialist Party,0,0.01,0,0.02,0,0,0,0,0,0.01,0.01,0,0,0,0.01,0.01,0,0.01
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Solidarity/PBP,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0,0.03,0.01,0,0,0.02,0,0.01,0.01,0.02
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-15,2017-10-02,2017-10-10,2017-10-06,915,Fianna Fáil,0.27,0.25,0.29,0.2,0.23,0.34,0.25,0.29,0.27,0.29,0.24,0.27,0.29,0.27,0.27,0.3,0.28,0.23
2017-10-15,2017-10-02,2017-10-10,2017-10-06,915,Fine Gael,0.31,0.29,0.32,0.25,0.3,0.34,0.33,0.27,0.43,0.3,0.29,0.27,0.4,0.27,0.36,0.33,0.34,0.25
2017-10-15,2017-10-02,2017-10-10,2017-10-06,915,Green Party,0.02,0.04,0,0.02,0.04,0,0.05,0,0,0,0.03,0.04,0.01,0.02,0.03,0.02,0.02,0.03
2017-10-15,2017-10-02,2017-10-10,2017-10-06,915,Independent Alliance,0.03,0.04,0.02,0,0.04,0.03,0.04,0.02,0,0.03,0.02,0.03,0.03,0.04,0.02,0.01,0.03,0.03
2017-10-15,2017-10-02,2017-10-10,2017-10-06,915,Labour,0.04,0.04,0.05,0.04,0.04,0.05,0.06,0.03,0,0.05,0.03,0.06,0.01,0.05,0.02,0.03,0.05,0.04
2017-10-15,2017-10-02,2017-10-10,2017-10-06,915,Other Independent Candidate,0.12,0.09,0.14,0.12,0.14,0.09,0.11,0.12,0.1,0.06,0.1,0.19,0.1,0.11,0.13,0.11,0.09,0.14
2017-10-15,2017-10-02,2017-10-10,2017-10-06,915,RENUA,0,0,0.01,0.02,0,0,0,0.01,0,0,0.01,0,0,0,0.01,0,0,0.01
2017-10-15,2017-10-02,2017-10-10,2017-10-06,915,Sinn Féin,0.19,0.24,0.14,0.3,0.18,0.13,0.14,0.23,0.19,0.22,0.23,0.14,0.16,0.22,0.14,0.16,0.15,0.25
2017-10-15,2017-10-02,2017-10-10,2017-10-06,915,Social Democrats,0.01,0.01,0.01,0.02,0.01,0,0.02,0,0,0.02,0.02,0,0,0.01,0,0.01,0.01,0
