date,date_start,date_end,date_middle,sample_size,satisfaction_government,total,male,female,age_18_34,age_35_54,age_55,class_abc1,class_c2de,class_f,region_dublin,region_leinster,region_munster,region_connacht_ulster,area_urban,area_rural,const_seats_3,const_seats_4,const_seats_5,voting_vote,voting_prob_vote,voting_undecided,voting_not_vote,future_fianna_fail,future_fine_gael,future_labour,future_greens,future_sinn_fein,future_ind_oth,future_dont_know,past_fianna_fail,past_fine_gael,past_labour,past_greens,past_sinn_fein,past_ind_oth,past_dont_know
2018-06-12,2018-05-31,2018-06-12,2018-06-06,931,Dissatisfied,1490,647,843,420,552,519,519,893,79,413,374,365,339,930,560,325,660,505,1296,202,70,107,234,116,40,17,445,205,433,NA,NA,NA,NA,NA,NA,NA
2018-06-12,2018-05-31,2018-06-12,2018-06-06,931,No opinion,322,128,194,133,105,83,140,169,13,60,92,113,57,195,127,50,173,99,237,37,42,35,63,10,4,NA,40,28,177,NA,NA,NA,NA,NA,NA,NA
2018-07-17,2018-07-05,2018-07-17,2018-07-11,931,Satisfied,1607,834,773,509,602,496,763,725,119,479,422,430,276,969,638,400,635,572,1493,239,85,23,213,787,35,11,116,97,349,NA,NA,NA,NA,NA,NA,NA
2018-07-17,2018-07-05,2018-07-17,2018-07-11,931,Dissatisfied,1474,720,754,348,558,568,501,877,96,430,395,364,285,926,548,286,670,519,1345,191,56,61,269,110,31,15,467,267,315,NA,NA,NA,NA,NA,NA,NA
2018-07-17,2018-07-05,2018-07-17,2018-07-11,931,No opinion,283,72,211,93,126,64,114,161,9,68,67,109,39,188,95,50,180,52,218,38,22,39,34,20,NA,NA,37,48,144,NA,NA,NA,NA,NA,NA,NA
2018-09-18,2018-09-06,2018-09-18,2018-09-12,940,Satisfied,1449,791,658,449,517,483,693,624,132,400,401,402,245,978,472,341,617,492,1350,232,50,42,260,640,32,15,133,97,273,NA,NA,NA,NA,NA,NA,NA
2018-09-18,2018-09-06,2018-09-18,2018-09-12,940,Dissatisfied,1634,760,874,380,675,579,606,947,81,495,428,413,298,1107,527,357,665,612,1433,245,59,126,319,133,73,29,487,196,396,NA,NA,NA,NA,NA,NA,NA
2018-09-18,2018-09-06,2018-09-18,2018-09-12,940,No opinion,275,104,170,119,89,67,101,163,11,70,60,91,53,172,103,62,125,88,196,62,28,25,26,25,9,NA,35,22,158,NA,NA,NA,NA,NA,NA,NA
2018-10-16,2018-10-05,2018-10-16,2018-10-10,940,Satisfied,1391,759,632,394,496,501,625,661,105,449,338,397,208,984,407,283,577,531,1285,208,59,36,228,610,64,5,148,77,258,NA,NA,NA,NA,NA,NA,NA
2018-10-16,2018-10-05,2018-10-16,2018-10-10,940,Dissatisfied,1677,760,918,452,677,548,667,912,99,477,486,405,309,1134,543,368,677,633,1469,238,75,106,386,143,66,22,414,224,422,NA,NA,NA,NA,NA,NA,NA
2018-10-16,2018-10-05,2018-10-16,2018-10-10,940,No opinion,309,138,172,104,121,84,133,157,19,39,65,129,76,185,125,62,189,58,231,36,20,38,51,28,NA,NA,24,66,140,NA,NA,NA,NA,NA,NA,NA
2018-11-13,2018-11-01,2018-11-13,2018-11-07,905,Satisfied,1385,704,680,390,455,539,597,689,99,436,373,382,193,950,435,325,620,441,1285,191,57,23,267,548,76,11,165,91,227,NA,NA,NA,NA,NA,NA,NA
2018-11-13,2018-11-01,2018-11-13,2018-11-07,905,Dissatisfied,1659,825,833,422,730,507,663,881,115,405,481,435,338,1023,636,361,681,617,1354,256,127,146,329,136,45,12,446,218,474,NA,NA,NA,NA,NA,NA,NA
2018-11-13,2018-11-01,2018-11-13,2018-11-07,905,No opinion,243,107,137,104,78,61,97,137,9,63,45,105,31,162,82,57,127,60,196,41,21,27,42,21,9,NA,34,40,97,NA,NA,NA,NA,NA,NA,NA
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Satisfied,1335,729,606,389,418,529,600,653,82,437,320,378,201,901,434,320,589,427,1239,246,46,44,271,565,42,15,96,65,282,NA,NA,NA,NA,NA,NA,NA
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Dissatisfied,1664,769,894,414,743,507,653,903,108,451,482,411,320,1054,609,356,682,625,1390,254,128,139,368,169,44,23,427,198,434,NA,NA,NA,NA,NA,NA,NA
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,No opinion,288,123,164,103,102,82,105,163,19,66,81,81,59,191,96,48,126,113,191,63,55,31,36,14,11,3,23,43,157,NA,NA,NA,NA,NA,NA,NA
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Satisfied,1107,579,528,306,399,402,530,489,88,416,258,264,169,786,322,238,509,361,1038,158,38,21,199,536,30,8,72,92,170,NA,NA,NA,NA,NA,NA,NA
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Dissatisfied,1913,913,1000,450,779,684,698,1099,115,479,540,545,349,1207,706,391,779,742,1662,331,91,119,429,139,51,11,471,307,504,NA,NA,NA,NA,NA,NA,NA
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,No opinion,278,116,162,140,93,45,127,140,11,54,54,111,58,174,104,48,159,71,163,16,38,47,18,22,NA,NA,43,26,169,NA,NA,NA,NA,NA,NA,NA
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Satisfied,1139,639,500,304,421,414,556,488,94,391,300,318,130,791,348,230,502,407,1046,188,68,22,186,532,39,16,108,98,160,NA,NA,NA,NA,NA,NA,NA
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Dissatisfied,1867,819,1048,462,760,646,709,1058,101,480,498,498,391,1177,690,406,831,631,1597,268,115,121,347,168,58,18,409,312,556,NA,NA,NA,NA,NA,NA,NA
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,No opinion,291,120,171,122,105,64,109,154,28,59,80,76,76,185,106,50,126,116,173,49,50,65,48,35,NA,NA,24,29,156,NA,NA,NA,NA,NA,NA,NA
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Satisfied,1248,654,595,298,471,479,597,532,120,408,313,285,242,816,433,267,502,480,1197,155,39,8,206,628,24,28,105,63,193,NA,NA,NA,NA,NA,NA,NA
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Dissatisfied,1812,822,990,477,777,558,716,1007,89,440,511,530,330,1194,617,409,737,665,1578,272,97,104,306,132,67,30,428,327,521,NA,NA,NA,NA,NA,NA,NA
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,No opinion,248,110,139,115,52,81,89,150,9,75,57,82,35,148,100,61,118,70,182,51,34,21,49,27,10,7,20,21,114,NA,NA,NA,NA,NA,NA,NA
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Satisfied,1252,669,583,365,409,479,573,575,104,418,303,348,183,894,358,288,548,417,1167,227,50,4,246,571,37,31,95,70,202,NA,NA,NA,NA,NA,NA,NA
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Dissatisfied,1812,859,953,444,755,614,653,1050,110,422,536,511,344,1081,731,400,741,672,1556,199,85,120,450,144,73,6,399,278,462,NA,NA,NA,NA,NA,NA,NA
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,No opinion,259,119,140,117,92,50,131,119,9,77,54,65,63,185,73,36,127,96,182,37,35,30,22,30,14,6,24,46,116,NA,NA,NA,NA,NA,NA,NA
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Satisfied,1258,635,623,344,472,442,543,641,74,436,292,328,202,828,430,257,508,492,1129,197,43,71,202,555,59,23,102,112,206,NA,NA,NA,NA,NA,NA,NA
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Dissatisfied,1811,882,928,480,706,624,709,970,132,481,524,465,341,1201,609,382,825,604,1585,240,82,116,470,145,54,48,420,274,399,NA,NA,NA,NA,NA,NA,NA
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,No opinion,264,135,129,107,89,68,110,144,10,49,83,85,47,170,94,71,116,77,177,36,11,65,22,15,6,15,31,29,147,NA,NA,NA,NA,NA,NA,NA
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Satisfied,1117,577,540,283,405,429,511,494,113,380,246,278,213,756,362,224,458,435,1033,132,48,31,209,436,36,70,50,112,203,NA,NA,NA,NA,NA,NA,NA
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Dissatisfied,1862,920,943,463,756,643,734,1033,96,512,534,491,326,1188,675,363,844,655,1628,252,107,113,456,102,68,152,251,424,410,NA,NA,NA,NA,NA,NA,NA
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,No opinion,328,145,183,180,100,48,152,166,9,60,82,116,69,213,115,78,168,82,226,69,38,30,48,24,NA,17,36,55,148,NA,NA,NA,NA,NA,NA,NA
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Satisfied,1270,699,572,380,431,458,584,580,106,372,323,343,233,831,440,291,556,423,1174,194,34,29,222,506,41,73,92,110,226,NA,NA,NA,NA,NA,NA,NA
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Dissatisfied,1710,759,950,425,702,583,678,925,106,470,536,417,286,1084,626,360,707,643,1462,243,92,146,459,90,91,99,243,319,410,NA,NA,NA,NA,NA,NA,NA
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,No opinion,316,132,184,124,107,86,119,186,11,82,54,119,61,227,89,67,163,87,213,46,39,49,38,31,4,15,42,32,154,NA,NA,NA,NA,NA,NA,NA
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,Satisfied,1111,573,538,332,357,421,503,522,86,318,239,369,185,710,401,221,526,364,1039,192,24,31,275,485,17,22,107,56,148,NA,NA,NA,NA,NA,NA,NA
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,Dissatisfied,1865,884,980,404,814,646,671,1069,125,532,566,399,368,1236,629,437,727,701,1643,305,89,116,402,164,27,56,409,310,496,NA,NA,NA,NA,NA,NA,NA
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,No opinion,370,179,191,198,111,61,208,150,12,124,105,110,32,268,103,77,192,101,242,60,37,61,57,32,15,20,50,25,172,NA,NA,NA,NA,NA,NA,NA
2019-11-12,2019-11-01,2019-11-12,2019-11-06,923,Satisfied,1254,604,650,378,406,471,621,543,91,433,257,388,176,879,375,278,567,410,1142,214,46,40,167,537,64,27,94,97,268,NA,NA,NA,NA,NA,NA,NA
2019-11-12,2019-11-01,2019-11-12,2019-11-06,923,Dissatisfied,1766,913,854,413,749,604,680,987,99,453,545,412,356,1142,624,408,679,679,1519,262,72,102,344,121,61,64,362,403,411,NA,NA,NA,NA,NA,NA,NA
2019-11-12,2019-11-01,2019-11-12,2019-11-06,923,No opinion,331,107,224,163,107,61,136,171,24,63,102,103,62,169,162,78,158,95,216,47,46,42,47,23,15,11,20,35,180,NA,NA,NA,NA,NA,NA,NA
2019-12-17,2019-12-05,2019-12-17,2019-12-11,934,Satisfied,1108,622,487,322,387,399,544,483,81,377,252,296,183,783,326,257,565,286,993,148,33,56,182,470,21,32,83,58,262,NA,NA,NA,NA,NA,NA,NA
2019-12-17,2019-12-05,2019-12-17,2019-12-11,934,Dissatisfied,1973,934,1039,485,804,684,786,1092,95,517,558,549,350,1221,753,382,773,819,1699,316,104,154,432,130,68,76,450,286,532,NA,NA,NA,NA,NA,NA,NA
2019-12-17,2019-12-05,2019-12-17,2019-12-11,934,No opinion,262,96,166,126,83,52,104,126,32,47,75,91,49,168,94,42,138,82,140,51,34,73,23,22,8,15,22,21,149,NA,NA,NA,NA,NA,NA,NA
2020-01-19,2020-01-02,2020-01-14,2020-01-08,923,Satisfied,996,563,434,311,340,346,502,421,73,279,230,294,193,607,389,252,401,343,882,195,61,42,195,366,28,30,87,77,213,NA,NA,NA,NA,NA,NA,NA
2020-01-19,2020-01-02,2020-01-14,2020-01-08,923,Dissatisfied,1998,922,1076,468,822,708,766,1102,130,597,626,457,319,1305,694,514,765,719,1730,403,134,123,461,97,30,65,454,349,543,NA,NA,NA,NA,NA,NA,NA
2020-01-19,2020-01-02,2020-01-14,2020-01-08,923,No opinion,307,155,151,124,103,79,159,143,4,64,56,119,67,237,69,38,182,87,203,23,44,38,31,15,9,21,21,27,183,NA,NA,NA,NA,NA,NA,NA
2020-03-02,2020-02-17,2020-02-25,2020-02-21,917,Satisfied,709,351,358,171,241,297,307,352,50,243,140,162,165,494,215,119,361,229,656,44,26,22,131,302,18,18,89,62,89,131,290,33,17,89,71,79
2020-03-02,2020-02-17,2020-02-25,2020-02-21,917,Dissatisfied,2398,1188,1211,588,967,844,972,1264,163,600,724,668,406,1517,882,339,992,1067,2192,228,80,83,351,165,48,94,1089,377,274,405,195,69,79,1046,352,253
2020-03-02,2020-02-17,2020-02-25,2020-02-21,917,No opinion,302,122,181,126,96,80,181,111,10,95,68,100,39,195,107,75,151,76,230,40,34,34,51,12,9,20,74,40,97,50,20,9,16,59,57,91
2020-03-14,2020-02-27,2020-03-10,2020-03-04,912,Satisfied,864,449,415,217,297,351,447,368,49,282,166,220,196,583,281,110,432,323,787,104,32,30,209,325,11,40,94,89,96,185,323,14,49,89,74,130
2020-03-14,2020-02-27,2020-03-10,2020-03-04,912,Dissatisfied,2298,1142,1157,579,947,772,908,1230,160,604,733,585,377,1487,811,327,933,1038,2131,271,46,108,293,224,44,91,1117,289,240,328,256,60,81,1035,296,243
2020-03-14,2020-02-27,2020-03-10,2020-03-04,912,No opinion,265,91,174,117,71,77,113,139,14,82,53,86,44,150,115,32,134,99,177,33,18,46,30,23,8,8,37,43,116,30,23,11,11,40,42,107
2020-08-02,2020-07-17,2020-07-28,2020-07-22,921,Satisfied,1764,889,876,407,668,690,789,847,129,448,503,437,376,1140,625,234,736,794,1649,209,63,9,442,531,40,73,276,115,286,464,516,29,94,272,153,236
2020-08-02,2020-07-17,2020-07-28,2020-07-22,921,Dissatisfied,1264,595,669,362,504,398,490,697,77,392,354,345,173,812,452,210,537,517,1106,206,74,40,64,164,5,44,571,158,257,126,163,9,60,557,155,193
2020-08-02,2020-07-17,2020-07-28,2020-07-22,921,No opinion,456,216,240,172,152,131,222,217,17,143,90,154,69,319,137,64,274,118,392,71,25,17,23,84,10,22,167,29,121,32,61,4,27,180,37,115
2020-09-20,2020-09-03,2020-09-15,2020-09-09,900,Satisfied,1289,663,626,310,435,544,616,559,114,371,341,353,225,796,493,193,602,494,1189,175,52,33,261,436,19,56,179,72,265,244,404,24,58,185,97,276
2020-09-20,2020-09-03,2020-09-15,2020-09-09,900,Dissatisfied,1834,866,968,480,743,612,729,1012,94,506,531,500,297,1225,609,193,825,815,1590,339,122,102,120,381,21,42,764,162,344,183,419,43,46,710,173,260
2020-09-20,2020-09-03,2020-09-15,2020-09-09,900,No opinion,301,144,157,126,105,70,133,153,15,58,71,115,57,223,78,46,140,116,200,55,39,47,35,48,NA,6,66,2,145,38,59,3,11,60,7,123
2020-10-18,2020-10-01,2020-10-13,2020-10-07,900,Satisfied,1406,670,736,342,498,566,641,659,106,397,392,389,229,960,446,207,644,555,1298,224,49,44,354,434,53,52,189,80,244,369,410,42,65,192,82,246
2020-10-18,2020-10-01,2020-10-13,2020-10-07,900,Dissatisfied,1844,916,928,486,768,591,770,969,104,515,512,484,333,1171,674,277,769,799,1631,276,89,105,123,377,46,62,698,168,371,254,325,52,61,644,180,328
2020-10-18,2020-10-01,2020-10-13,2020-10-07,900,No opinion,264,123,141,137,67,60,108,143,13,87,50,87,40,182,82,25,153,86,191,25,29,30,13,22,NA,18,53,20,138,16,31,NA,16,53,8,140
2020-12-20,2020-12-03,2020-12-15,2020-12-09,916,Satisfied,1510,752,758,327,562,621,708,699,103,494,353,398,266,1044,466,218,704,588,1372,214,70,37,419,488,47,28,136,107,285,413,499,26,49,138,122,264
2020-12-20,2020-12-03,2020-12-15,2020-12-09,916,Dissatisfied,1581,783,798,422,656,503,586,901,94,399,494,392,295,1000,580,215,683,683,1352,367,93,108,86,168,31,19,766,166,344,184,201,26,33,709,158,269
2020-12-20,2020-12-03,2020-12-15,2020-12-09,916,No opinion,312,149,164,130,95,87,138,153,21,84,93,92,43,187,125,72,130,111,213,54,37,51,23,44,9,4,67,30,135,43,36,8,7,66,34,119
2021-06-13,2021-05-27,2021-06-08,2021-06-02,909,Satisfied,1616,763,853,393,544,679,737,727,152,501,417,407,292,1023,593,324,716,577,1518,275,50,32,410,515,39,60,219,108,265,409,499,54,59,220,132,244
2021-06-13,2021-05-27,2021-06-08,2021-06-02,909,Dissatisfied,1459,730,729,431,621,406,597,814,47,384,399,414,262,968,491,200,590,668,1268,235,89,84,54,98,40,33,733,195,306,94,112,62,52,694,170,274
2021-06-13,2021-05-27,2021-06-08,2021-06-02,909,No opinion,372,206,167,100,156,116,156,200,16,91,78,136,67,242,130,25,209,138,270,71,31,47,37,51,10,7,69,32,167,53,61,15,14,68,33,129
2021-07-18,2021-07-01,2021-07-13,2021-07-07,894,Satisfied,1582,758,825,398,525,659,701,754,128,421,459,437,265,961,622,224,708,650,1499,172,40,29,410,464,70,62,215,94,268,415,449,66,43,178,121,310
2021-07-18,2021-07-01,2021-07-13,2021-07-07,894,Dissatisfied,1557,832,725,403,709,445,628,848,80,473,414,376,294,1065,492,215,592,750,1323,210,70,123,54,139,44,30,598,251,440,148,192,24,41,594,213,345
2021-07-18,2021-07-01,2021-07-13,2021-07-07,894,No opinion,321,120,200,110,105,106,144,173,4,87,63,114,56,232,89,39,199,84,209,59,33,45,27,27,16,11,61,19,160,51,37,8,10,52,23,139
2021-09-12,2021-08-26,2021-09-06,2021-08-31,922,Satisfied,1440,691,749,353,496,591,755,603,82,473,349,385,233,992,448,210,666,564,1363,188,34,29,431,427,43,57,195,83,204,435,434,44,44,195,94,194
2021-09-12,2021-08-26,2021-09-06,2021-08-31,922,Dissatisfied,1666,817,849,478,665,522,589,965,112,434,502,409,321,1016,650,256,675,735,1311,308,150,152,90,120,73,37,685,185,477,192,182,47,36,621,162,427
2021-09-12,2021-08-26,2021-09-06,2021-08-31,922,No opinion,319,133,185,94,130,94,132,164,22,61,85,140,33,227,92,39,169,111,196,25,50,52,29,15,3,8,74,34,157,37,17,3,8,65,26,162
2021-10-17,2021-09-30,2021-10-12,2021-10-06,943,Satisfied,1399,714,685,342,483,574,656,643,101,429,351,369,250,949,450,220,604,575,1319,221,14,66,408,378,46,64,142,70,291,379,422,48,54,165,101,231
2021-10-17,2021-09-30,2021-10-12,2021-10-06,943,Dissatisfied,1819,863,956,455,780,585,732,973,114,465,564,485,305,1141,678,262,797,760,1529,311,111,156,130,120,72,58,721,222,496,274,221,62,59,667,176,360
2021-10-17,2021-09-30,2021-10-12,2021-10-06,943,No opinion,259,111,148,98,95,67,110,142,8,96,20,98,45,194,65,27,131,101,195,23,34,8,27,22,17,NA,59,20,115,36,31,8,NA,57,26,101
2021-11-14,2021-10-28,2021-11-09,2021-11-03,912,Satisfied,1304,644,660,330,489,485,641,571,92,420,365,330,189,879,424,149,663,491,1239,224,35,12,377,368,21,56,189,70,222,388,404,28,58,172,78,176
2021-11-14,2021-10-28,2021-11-09,2021-11-03,912,Dissatisfied,1819,864,955,455,700,664,689,1014,117,424,536,497,363,1169,651,270,697,853,1589,288,120,90,126,118,57,42,821,207,448,222,213,52,58,712,221,341
2021-11-14,2021-10-28,2021-11-09,2021-11-03,912,No opinion,313,135,178,131,116,66,141,159,14,90,57,109,57,210,104,70,148,96,236,87,31,35,36,35,NA,4,60,37,141,47,50,NA,15,40,30,132
2021-12-12,2021-11-25,2021-12-08,2021-12-01,933,Satisfied,1374,699,675,317,471,586,656,633,85,397,405,364,208,866,508,242,635,497,1286,207,22,43,381,342,50,65,186,54,295,396,379,32,76,154,87,252
2021-12-12,2021-11-25,2021-12-08,2021-12-01,933,Dissatisfied,1809,878,931,507,756,546,699,993,116,441,481,522,365,1146,664,267,726,817,1542,315,143,96,85,122,41,31,817,248,465,177,209,41,57,717,294,315
2021-12-12,2021-11-25,2021-12-08,2021-12-01,933,No opinion,279,121,158,99,90,89,143,114,21,104,35,83,57,223,55,15,156,107,202,38,23,36,32,22,7,13,72,28,105,28,21,10,13,73,23,110
2022-01-23,2022-01-06,2022-01-18,2022-01-12,917,Satisfied,1527,762,765,338,522,667,687,711,129,449,429,397,251,1029,497,215,739,573,1461,255,30,22,465,432,53,22,211,84,260,478,462,46,19,214,89,219
2022-01-23,2022-01-06,2022-01-18,2022-01-12,917,Dissatisfied,1624,806,818,452,709,463,661,886,77,433,451,438,301,1012,611,288,606,730,1441,335,74,87,100,132,38,28,723,154,448,189,210,37,42,649,182,315
2022-01-23,2022-01-06,2022-01-18,2022-01-12,917,No opinion,294,123,171,132,91,71,138,138,17,75,57,113,49,197,96,21,135,138,233,80,31,11,31,28,7,16,70,21,121,33,40,14,12,62,35,98
2022-02-13,2022-01-27,2022-02-08,2022-02-02,928,Satisfied,1580,762,818,337,595,648,769,661,150,487,424,411,258,988,592,247,739,594,1460,254,45,22,500,412,26,70,184,117,271,449,483,44,73,201,117,211
2022-02-13,2022-01-27,2022-02-08,2022-02-02,928,Dissatisfied,1583,776,807,455,609,519,596,914,73,364,466,454,299,1024,559,240,607,736,1279,295,127,164,68,103,38,29,711,180,452,166,212,49,33,618,156,350
2022-02-13,2022-01-27,2022-02-08,2022-02-02,928,No opinion,263,108,155,101,110,51,118,144,NA,94,60,66,44,207,56,43,112,108,186,43,18,42,31,15,7,NA,55,14,141,33,30,4,7,65,17,107
2022-03-13,2022-02-24,2022-03-08,2022-03-02,928,Satisfied,1538,702,836,335,582,621,797,625,116,499,368,432,239,1102,436,180,756,601,1412,227,85,19,437,486,28,47,181,76,282,448,492,29,46,169,102,252
2022-03-13,2022-02-24,2022-03-08,2022-03-02,928,Dissatisfied,1717,897,820,500,654,562,692,919,106,376,536,444,361,1007,710,254,679,783,1473,288,105,99,78,102,18,54,730,269,465,220,175,10,46,611,242,412
2022-03-13,2022-02-24,2022-03-08,2022-03-02,928,No opinion,356,167,190,122,124,110,172,178,6,133,61,119,43,263,94,57,168,132,248,47,39,54,33,34,NA,9,69,26,185,37,33,NA,9,95,30,153
2022-04-25,2022-03-31,2022-04-20,2022-04-10,957,Satisfied,1625,847,778,374,546,705,870,646,109,536,450,395,243,1155,470,171,783,670,1512,279,42,55,470,466,72,83,138,91,305,474,485,85,74,137,86,284
2022-04-25,2022-03-31,2022-04-20,2022-04-10,957,Dissatisfied,1761,816,946,494,756,511,685,964,112,416,480,514,351,1044,718,247,719,796,1498,306,93,143,101,107,50,29,781,203,490,232,153,50,57,706,214,350
2022-04-25,2022-03-31,2022-04-20,2022-04-10,957,No opinion,266,136,130,111,83,72,117,142,7,70,54,82,61,176,91,52,117,96,155,48,39,51,28,27,5,3,34,28,141,40,30,5,3,35,19,134
2022-05-15,2022-04-28,2022-05-10,2022-05-04,908,Satisfied,1524,752,773,335,455,733,711,717,96,493,403,401,227,1054,470,169,718,637,1460,246,18,40,511,352,72,57,211,79,242,497,369,60,52,182,82,283
2022-05-15,2022-04-28,2022-05-10,2022-05-04,908,Dissatisfied,1699,823,876,456,775,468,760,816,123,405,489,443,362,1009,690,323,602,774,1489,271,103,91,79,128,52,20,803,192,425,207,237,34,41,637,171,371
2022-05-15,2022-04-28,2022-05-10,2022-05-04,908,No opinion,270,111,159,93,105,72,130,131,10,74,49,105,43,194,77,51,147,72,200,50,16,32,22,7,6,7,59,36,134,26,16,5,7,51,45,121
2022-06-12,2022-05-25,2022-06-07,2022-05-31,917,Satisfied,1489,759,730,309,540,640,758,636,95,470,367,399,253,960,529,236,654,598,1408,211,49,26,467,450,42,34,213,59,224,425,485,31,52,208,79,209
2022-06-12,2022-05-25,2022-06-07,2022-05-31,917,Dissatisfied,1697,816,881,459,727,511,714,885,97,431,480,450,335,1095,602,295,659,744,1439,300,96,130,57,132,71,39,753,167,479,201,231,77,44,578,157,409
2022-06-12,2022-05-25,2022-06-07,2022-05-31,917,No opinion,347,154,193,141,94,112,127,183,37,74,127,111,36,201,147,37,166,143,228,66,32,22,45,12,14,27,89,38,123,40,34,7,16,76,18,155
2022-07-17,2022-06-30,2022-07-12,2022-07-06,917,Satisfied,1382,723,660,303,470,609,745,536,102,439,398,349,197,919,463,208,677,497,1265,174,57,21,396,400,71,58,176,50,232,376,407,57,47,144,51,300
2022-07-17,2022-06-30,2022-07-12,2022-07-06,917,Dissatisfied,1935,938,998,519,797,619,805,1003,127,519,504,528,385,1221,715,300,737,898,1686,313,93,130,138,108,76,59,848,230,477,256,190,68,39,749,196,438
2022-07-17,2022-06-30,2022-07-12,2022-07-06,917,No opinion,236,85,152,83,95,59,80,156,0,50,48,101,37,176,60,30,123,84,120,28,53,33,32,16,2,11,25,7,143,24,25,5,2,28,7,145
2022-09-11,2022-08-25,2022-09-06,2022-08-31,905,Satisfied,1248,594,654,224,460,563,636,560,52,404,306,333,204,870,378,152,655,441,1133,174,58,46,404,317,37,47,102,76,264,383,372,57,54,85,63,235
2022-09-11,2022-08-25,2022-09-06,2022-08-31,905,Dissatisfied,1979,1013,967,550,766,663,806,1037,136,519,575,513,372,1219,760,330,738,911,1680,322,129,126,153,143,45,44,796,215,581,318,233,46,58,664,155,506
2022-09-11,2022-08-25,2022-09-06,2022-08-31,905,No opinion,267,118,149,150,67,50,139,94,34,54,61,112,40,189,78,26,164,77,140,23,88,27,6,14,12,6,35,28,165,25,30,13,9,31,36,123
2022-10-16,2022-09-29,2022-10-11,2022-10-05,938,Satisfied,1513,803,710,306,534,673,733,673,106,446,402,397,268,1045,467,220,754,539,1434,255,30,26,483,407,66,33,167,93,263,482,429,60,48,135,88,270
2022-10-16,2022-09-29,2022-10-11,2022-10-05,938,Dissatisfied,1826,820,1006,543,749,535,763,945,118,444,532,500,349,1103,722,246,678,902,1603,337,120,95,109,113,79,28,817,201,479,262,151,57,41,675,211,429
2022-10-16,2022-09-29,2022-10-11,2022-10-05,938,No opinion,251,121,130,87,84,80,133,114,5,115,30,75,30,183,68,43,139,69,185,28,17,38,16,34,15,12,22,39,114,19,46,12,11,31,32,99
2022-11-13,2022-10-27,2022-11-08,2022-11-02,923,Satisfied,1526,791,736,289,595,642,771,620,135,445,349,474,258,1007,520,202,685,640,1465,178,25,17,474,334,65,51,186,117,298,526,345,75,49,182,120,229
2022-11-13,2022-10-27,2022-11-08,2022-11-02,923,Dissatisfied,1743,817,927,468,703,573,727,922,94,476,555,407,305,1125,619,254,691,799,1449,321,134,134,68,129,39,24,802,171,510,223,208,48,29,632,166,438
2022-11-13,2022-10-27,2022-11-08,2022-11-02,923,No opinion,240,108,132,137,49,54,104,136,0,76,43,69,52,177,63,34,127,79,157,39,16,46,18,34,6,0,31,18,132,10,31,6,6,23,24,140
2022-12-11,2022-11-24,2022-12-06,2022-11-30,923,Satisfied,1461,744,717,307,475,679,721,596,143,386,393,402,280,869,592,243,687,530,1373,181,64,24,405,479,27,45,115,108,282,430,452,29,60,120,112,257
2022-12-11,2022-11-24,2022-12-06,2022-11-30,923,Dissatisfied,1825,881,944,512,757,556,760,991,74,522,528,468,307,1244,581,259,722,845,1604,310,82,111,106,93,24,45,841,238,478,258,173,49,44,680,200,421
2022-12-11,2022-11-24,2022-12-06,2022-11-30,923,No opinion,243,112,131,106,92,45,117,118,8,87,44,77,35,172,71,18,127,97,155,33,14,30,20,18,9,7,74,13,102,19,18,7,18,48,7,126
2023-01-22,2023-01-05,2023-01-17,2023-01-11,936,Satisfied,1470,739,731,315,482,673,738,620,112,426,431,394,218,945,525,209,674,586,1370,242,43,36,431,347,26,43,218,95,309,411,393,23,66,200,88,289
2023-01-22,2023-01-05,2023-01-17,2023-01-11,936,Dissatisfied,1858,892,966,546,770,542,784,968,105,506,459,509,383,1224,634,253,808,797,1593,235,156,80,172,142,60,48,738,219,478,278,256,55,45,666,159,399
