date,date_start,date_end,date_middle,sample_size,satisfaction_government,total,male,female,age_18_34,age_35_54,age_55,class_abc1,class_c2de,class_f,region_dublin,region_leinster,region_munster,region_connacht_ulster,area_urban,area_rural,const_seats_3,const_seats_4,const_seats_5,voting_vote,voting_prob_vote,voting_undecided,voting_not_vote,future_fianna_fail,future_fine_gael,future_labour,future_greens,future_sinn_fein,future_ind_oth,future_dont_know,past_fianna_fail,past_fine_gael,past_labour,past_greens,past_sinn_fein,past_ind_oth,past_dont_know
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Satisfied,0.34,0.35,0.32,0.31,0.32,0.38,0.37,0.29,0.52,0.4,0.29,0.31,0.35,0.35,0.31,0.34,0.31,0.37,0.36,0.29,0.25,0.18,0.29,0.78,NA,0.29,0.15,0.19,0.27,NA,NA,NA,NA,NA,NA,NA
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Dissatisfied,0.56,0.56,0.57,0.5,0.6,0.57,0.53,0.61,0.44,0.54,0.62,0.55,0.54,0.55,0.59,0.55,0.57,0.56,0.56,0.56,0.55,0.65,0.64,0.18,NA,0.64,0.74,0.72,0.54,NA,NA,NA,NA,NA,NA,NA
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,No opinion,0.1,0.09,0.11,0.19,0.08,0.04,0.11,0.1,0.04,0.06,0.1,0.13,0.11,0.1,0.1,0.12,0.11,0.07,0.08,0.15,0.2,0.17,0.07,0.04,NA,0.07,0.11,0.09,0.19,NA,NA,NA,NA,NA,NA,NA
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Satisfied,0.39,0.44,0.34,0.41,0.35,0.41,0.42,0.34,0.48,0.4,0.35,0.39,0.4,0.39,0.38,0.41,0.39,0.37,0.41,0.4,0.21,0.13,0.31,0.81,0.3,0.39,0.24,0.24,0.29,NA,NA,NA,NA,NA,NA,NA
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Dissatisfied,0.52,0.48,0.56,0.46,0.57,0.52,0.49,0.55,0.48,0.51,0.59,0.47,0.49,0.51,0.54,0.5,0.5,0.56,0.51,0.5,0.56,0.65,0.64,0.14,0.67,0.53,0.64,0.69,0.52,NA,NA,NA,NA,NA,NA,NA
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,No opinion,0.1,0.08,0.11,0.13,0.09,0.08,0.09,0.11,0.05,0.09,0.06,0.14,0.11,0.11,0.08,0.09,0.11,0.08,0.07,0.1,0.24,0.22,0.05,0.05,0.03,0.08,0.11,0.07,0.19,NA,NA,NA,NA,NA,NA,NA
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,Satisfied,0.33,0.35,0.31,0.36,0.28,0.37,0.36,0.3,0.39,0.33,0.26,0.42,0.32,0.32,0.35,0.3,0.36,0.31,0.36,0.34,0.16,0.15,0.37,0.71,0.29,0.22,0.19,0.14,0.18,NA,NA,NA,NA,NA,NA,NA
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,Dissatisfied,0.56,0.54,0.57,0.43,0.63,0.57,0.49,0.61,0.56,0.55,0.62,0.45,0.63,0.56,0.56,0.59,0.5,0.6,0.56,0.55,0.59,0.56,0.55,0.24,0.46,0.57,0.72,0.79,0.61,NA,NA,NA,NA,NA,NA,NA
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,No opinion,0.11,0.11,0.11,0.21,0.09,0.05,0.15,0.09,0.05,0.13,0.12,0.13,0.05,0.12,0.09,0.1,0.13,0.09,0.08,0.11,0.25,0.29,0.08,0.05,0.25,0.2,0.09,0.06,0.21,NA,NA,NA,NA,NA,NA,NA
2019-11-12,2019-11-01,2019-11-12,2019-11-06,923,Satisfied,0.37,0.37,0.38,0.4,0.32,0.41,0.43,0.32,0.43,0.46,0.28,0.43,0.3,0.4,0.32,0.36,0.4,0.35,0.4,0.41,0.28,0.22,0.3,0.79,0.46,0.26,0.2,0.18,0.31,NA,NA,NA,NA,NA,NA,NA
2019-11-12,2019-11-01,2019-11-12,2019-11-06,923,Dissatisfied,0.53,0.56,0.49,0.43,0.59,0.53,0.47,0.58,0.46,0.48,0.6,0.46,0.6,0.52,0.54,0.53,0.48,0.57,0.53,0.5,0.44,0.55,0.62,0.18,0.44,0.63,0.76,0.75,0.48,NA,NA,NA,NA,NA,NA,NA
2019-11-12,2019-11-01,2019-11-12,2019-11-06,923,No opinion,0.1,0.07,0.13,0.17,0.08,0.05,0.09,0.1,0.11,0.07,0.11,0.11,0.1,0.08,0.14,0.1,0.11,0.08,0.08,0.09,0.28,0.23,0.08,0.03,0.11,0.11,0.04,0.07,0.21,NA,NA,NA,NA,NA,NA,NA
2019-12-17,2019-12-05,2019-12-17,2019-12-11,934,Satisfied,0.33,0.38,0.29,0.35,0.3,0.35,0.38,0.28,0.39,0.4,0.28,0.32,0.31,0.36,0.28,0.38,0.38,0.24,0.35,0.29,0.19,0.2,0.29,0.76,0.22,0.26,0.15,0.16,0.28,NA,NA,NA,NA,NA,NA,NA
2019-12-17,2019-12-05,2019-12-17,2019-12-11,934,Dissatisfied,0.59,0.57,0.61,0.52,0.63,0.6,0.55,0.64,0.46,0.55,0.63,0.59,0.6,0.56,0.64,0.56,0.52,0.69,0.6,0.61,0.61,0.54,0.68,0.21,0.7,0.62,0.81,0.78,0.56,NA,NA,NA,NA,NA,NA,NA
2019-12-17,2019-12-05,2019-12-17,2019-12-11,934,No opinion,0.08,0.06,0.1,0.14,0.07,0.05,0.07,0.07,0.15,0.05,0.08,0.1,0.08,0.08,0.08,0.06,0.09,0.07,0.05,0.1,0.2,0.26,0.04,0.04,0.08,0.12,0.04,0.06,0.16,NA,NA,NA,NA,NA,NA,NA
2020-01-19,2020-01-02,2020-01-14,2020-01-08,923,Satisfied,0.3,0.34,0.26,0.34,0.27,0.31,0.35,0.25,0.35,0.3,0.25,0.34,0.33,0.28,0.34,0.31,0.3,0.3,0.31,0.31,0.26,0.21,0.28,0.77,0.42,0.26,0.15,0.17,0.23,NA,NA,NA,NA,NA,NA,NA
2020-01-19,2020-01-02,2020-01-14,2020-01-08,923,Dissatisfied,0.61,0.56,0.65,0.52,0.65,0.62,0.54,0.66,0.63,0.64,0.69,0.53,0.55,0.61,0.6,0.64,0.57,0.63,0.61,0.65,0.56,0.61,0.67,0.2,0.45,0.56,0.81,0.77,0.58,NA,NA,NA,NA,NA,NA,NA
2020-01-19,2020-01-02,2020-01-14,2020-01-08,923,No opinion,0.09,0.09,0.09,0.14,0.08,0.07,0.11,0.09,0.02,0.07,0.06,0.14,0.12,0.11,0.06,0.05,0.14,0.08,0.07,0.04,0.18,0.19,0.05,0.03,0.13,0.18,0.04,0.06,0.19,NA,NA,NA,NA,NA,NA,NA
2020-03-02,2020-02-17,2020-02-25,2020-02-21,917,Satisfied,0.21,0.21,0.2,0.19,0.18,0.24,0.21,0.2,0.22,0.26,0.15,0.17,0.27,0.22,0.18,0.22,0.24,0.17,0.21,0.14,0.19,0.16,0.25,0.63,0.24,0.14,0.07,0.13,0.19,0.22,0.57,0.3,0.15,0.07,0.15,0.19
2020-03-02,2020-02-17,2020-02-25,2020-02-21,917,Dissatisfied,0.7,0.72,0.69,0.66,0.74,0.69,0.67,0.73,0.73,0.64,0.78,0.72,0.67,0.69,0.73,0.64,0.66,0.78,0.71,0.73,0.57,0.6,0.66,0.34,0.64,0.71,0.87,0.79,0.6,0.69,0.39,0.62,0.71,0.88,0.73,0.6
2020-03-02,2020-02-17,2020-02-25,2020-02-21,917,No opinion,0.09,0.07,0.1,0.14,0.07,0.07,0.12,0.06,0.04,0.1,0.07,0.11,0.06,0.09,0.09,0.14,0.1,0.06,0.07,0.13,0.24,0.24,0.1,0.03,0.12,0.15,0.06,0.08,0.21,0.09,0.04,0.08,0.14,0.05,0.12,0.22
2020-03-14,2020-02-27,2020-03-10,2020-03-04,912,Satisfied,0.25,0.27,0.24,0.24,0.23,0.29,0.3,0.21,0.22,0.29,0.17,0.25,0.32,0.26,0.23,0.23,0.29,0.22,0.25,0.25,0.33,0.16,0.39,0.57,0.17,0.29,0.08,0.21,0.21,0.34,0.54,0.16,0.35,0.08,0.18,0.27
2020-03-14,2020-02-27,2020-03-10,2020-03-04,912,Dissatisfied,0.67,0.68,0.66,0.63,0.72,0.64,0.62,0.71,0.72,0.62,0.77,0.66,0.61,0.67,0.67,0.7,0.62,0.71,0.69,0.66,0.48,0.59,0.55,0.39,0.7,0.65,0.9,0.69,0.53,0.6,0.43,0.71,0.57,0.89,0.72,0.51
2020-03-14,2020-02-27,2020-03-10,2020-03-04,912,No opinion,0.08,0.05,0.1,0.13,0.05,0.06,0.08,0.08,0.06,0.08,0.06,0.1,0.07,0.07,0.1,0.07,0.09,0.07,0.06,0.08,0.19,0.25,0.06,0.04,0.13,0.06,0.03,0.1,0.26,0.06,0.04,0.13,0.08,0.03,0.1,0.22
2020-08-02,2020-07-17,2020-07-28,2020-07-22,921,Satisfied,0.51,0.52,0.49,0.43,0.5,0.57,0.53,0.48,0.58,0.46,0.53,0.47,0.61,0.5,0.51,0.46,0.48,0.56,0.52,0.43,0.39,0.14,0.84,0.68,0.73,0.53,0.27,0.38,0.43,0.75,0.7,0.69,0.52,0.27,0.44,0.43
2020-08-02,2020-07-17,2020-07-28,2020-07-22,921,Dissatisfied,0.36,0.35,0.37,0.38,0.38,0.33,0.33,0.4,0.35,0.4,0.37,0.37,0.28,0.36,0.37,0.41,0.35,0.36,0.35,0.42,0.46,0.61,0.12,0.21,0.09,0.32,0.56,0.52,0.39,0.2,0.22,0.21,0.33,0.55,0.45,0.35
2020-08-02,2020-07-17,2020-07-28,2020-07-22,921,No opinion,0.13,0.13,0.13,0.18,0.11,0.11,0.15,0.12,0.08,0.15,0.1,0.16,0.11,0.14,0.11,0.13,0.18,0.08,0.12,0.15,0.15,0.26,0.04,0.11,0.18,0.16,0.16,0.1,0.18,0.05,0.08,0.1,0.15,0.18,0.11,0.21
2020-09-20,2020-09-03,2020-09-15,2020-09-09,900,Satisfied,0.38,0.4,0.36,0.34,0.34,0.44,0.42,0.32,0.51,0.4,0.36,0.36,0.39,0.35,0.42,0.45,0.38,0.35,0.4,0.31,0.24,0.18,0.63,0.5,NA,0.54,0.18,0.31,0.35,0.52,0.46,0.34,0.5,0.19,0.35,0.42
2020-09-20,2020-09-03,2020-09-15,2020-09-09,900,Dissatisfied,0.54,0.52,0.55,0.52,0.58,0.5,0.49,0.59,0.42,0.54,0.56,0.52,0.51,0.55,0.52,0.45,0.53,0.57,0.53,0.6,0.57,0.56,0.29,0.44,NA,0.4,0.76,0.69,0.46,0.39,0.48,0.61,0.4,0.74,0.62,0.39
2020-09-20,2020-09-03,2020-09-15,2020-09-09,900,No opinion,0.09,0.09,0.09,0.14,0.08,0.06,0.09,0.09,0.07,0.06,0.08,0.12,0.1,0.1,0.07,0.11,0.09,0.08,0.07,0.1,0.18,0.26,0.08,0.06,NA,0.06,0.07,0.01,0.19,0.08,0.07,0.04,0.1,0.06,0.03,0.19
2020-10-18,2020-10-01,2020-10-13,2020-10-07,900,Satisfied,0.4,0.39,0.41,0.35,0.37,0.47,0.42,0.37,0.48,0.4,0.41,0.41,0.38,0.42,0.37,0.41,0.41,0.39,0.42,0.43,0.29,0.25,0.72,0.52,NA,0.39,0.2,0.3,0.32,0.58,0.54,NA,0.46,0.22,0.3,0.34
2020-10-18,2020-10-01,2020-10-13,2020-10-07,900,Dissatisfied,0.52,0.54,0.51,0.5,0.58,0.49,0.51,0.55,0.47,0.52,0.54,0.5,0.55,0.51,0.56,0.54,0.49,0.55,0.52,0.53,0.53,0.59,0.25,0.45,NA,0.47,0.74,0.63,0.49,0.4,0.42,NA,0.43,0.72,0.67,0.46
2020-10-18,2020-10-01,2020-10-13,2020-10-07,900,No opinion,0.08,0.07,0.08,0.14,0.05,0.05,0.07,0.08,0.06,0.09,0.05,0.09,0.07,0.08,0.07,0.05,0.1,0.06,0.06,0.05,0.17,0.17,0.03,0.03,NA,0.14,0.06,0.07,0.18,0.03,0.04,NA,0.11,0.06,0.03,0.2
2020-12-20,2020-12-03,2020-12-15,2020-12-09,916,Satisfied,0.44,0.45,0.44,0.37,0.43,0.51,0.49,0.4,0.47,0.51,0.38,0.45,0.44,0.47,0.4,0.43,0.46,0.43,0.47,0.34,0.35,0.19,0.79,0.7,0.54,0.55,0.14,0.35,0.37,0.65,0.68,0.43,0.55,0.15,0.39,0.4
2020-12-20,2020-12-03,2020-12-15,2020-12-09,916,Dissatisfied,0.46,0.46,0.46,0.48,0.5,0.42,0.41,0.51,0.43,0.41,0.53,0.44,0.49,0.45,0.5,0.43,0.45,0.49,0.46,0.58,0.47,0.55,0.16,0.24,0.36,0.37,0.79,0.55,0.45,0.29,0.27,0.43,0.37,0.78,0.5,0.41
2020-12-20,2020-12-03,2020-12-15,2020-12-09,916,No opinion,0.09,0.09,0.1,0.15,0.07,0.07,0.1,0.09,0.1,0.09,0.1,0.1,0.07,0.08,0.11,0.14,0.09,0.08,0.07,0.09,0.18,0.26,0.04,0.06,0.1,0.08,0.07,0.1,0.18,0.07,0.05,0.13,0.08,0.07,0.11,0.18
2021-06-13,2021-05-27,2021-06-08,2021-06-02,909,Satisfied,0.47,0.45,0.49,0.43,0.41,0.57,0.49,0.42,0.71,0.51,0.47,0.43,0.47,0.46,0.49,0.59,0.47,0.42,0.5,0.47,0.29,0.2,0.82,0.78,0.44,0.6,0.21,0.32,0.36,0.74,0.74,0.41,0.47,0.22,0.39,0.38
2021-06-13,2021-05-27,2021-06-08,2021-06-02,909,Dissatisfied,0.42,0.43,0.42,0.47,0.47,0.34,0.4,0.47,0.22,0.39,0.45,0.43,0.42,0.43,0.4,0.36,0.39,0.48,0.41,0.4,0.52,0.52,0.11,0.15,0.45,0.33,0.72,0.58,0.41,0.17,0.17,0.47,0.42,0.71,0.51,0.42
2021-06-13,2021-05-27,2021-06-08,2021-06-02,909,No opinion,0.11,0.12,0.1,0.11,0.12,0.1,0.1,0.11,0.07,0.09,0.09,0.14,0.11,0.11,0.11,0.05,0.14,0.1,0.09,0.12,0.18,0.29,0.07,0.08,0.11,0.07,0.07,0.1,0.23,0.1,0.09,0.11,0.11,0.07,0.1,0.2
2021-07-18,2021-07-01,2021-07-13,2021-07-07,894,Satisfied,0.46,0.44,0.47,0.44,0.39,0.54,0.48,0.42,0.6,0.43,0.49,0.47,0.43,0.43,0.52,0.47,0.47,0.44,0.49,0.39,0.28,0.15,0.84,0.74,0.54,0.6,0.25,0.26,0.31,0.68,0.66,0.67,0.46,0.22,0.34,0.39
2021-07-18,2021-07-01,2021-07-13,2021-07-07,894,Dissatisfied,0.45,0.49,0.41,0.44,0.53,0.37,0.43,0.48,0.38,0.48,0.44,0.41,0.48,0.47,0.41,0.45,0.39,0.51,0.44,0.48,0.49,0.62,0.11,0.22,0.34,0.29,0.68,0.69,0.51,0.24,0.28,0.24,0.44,0.72,0.6,0.43
2021-07-18,2021-07-01,2021-07-13,2021-07-07,894,No opinion,0.09,0.07,0.11,0.12,0.08,0.09,0.1,0.1,0.02,0.09,0.07,0.12,0.09,0.1,0.07,0.08,0.13,0.06,0.07,0.13,0.23,0.23,0.05,0.04,0.12,0.11,0.07,0.05,0.18,0.08,0.05,0.08,0.11,0.06,0.06,0.18
2021-09-12,2021-08-26,2021-09-06,2021-08-31,922,Satisfied,0.42,0.42,0.42,0.38,0.38,0.49,0.51,0.35,0.38,0.49,0.37,0.41,0.4,0.44,0.38,0.42,0.44,0.4,0.47,0.36,0.15,0.12,0.78,0.76,0.36,0.56,0.2,0.27,0.24,0.66,0.69,0.47,0.5,0.22,0.33,0.25
2021-09-12,2021-08-26,2021-09-06,2021-08-31,922,Dissatisfied,0.49,0.5,0.48,0.52,0.52,0.43,0.4,0.56,0.52,0.45,0.54,0.44,0.55,0.45,0.55,0.51,0.45,0.52,0.46,0.59,0.64,0.65,0.16,0.21,0.61,0.36,0.72,0.61,0.57,0.29,0.29,0.5,0.41,0.7,0.57,0.55
2021-09-12,2021-08-26,2021-09-06,2021-08-31,922,No opinion,0.09,0.08,0.1,0.1,0.1,0.08,0.09,0.09,0.1,0.06,0.09,0.15,0.06,0.1,0.08,0.08,0.11,0.08,0.07,0.05,0.21,0.22,0.05,0.03,0.03,0.08,0.08,0.11,0.19,0.06,0.03,0.03,0.09,0.07,0.09,0.21
2021-10-17,2021-09-30,2021-10-12,2021-10-06,943,Satisfied,0.4,0.42,0.38,0.38,0.36,0.47,0.44,0.37,0.45,0.43,0.38,0.39,0.42,0.42,0.38,0.43,0.39,0.4,0.43,0.4,0.09,0.29,0.72,0.73,0.34,NA,0.15,0.22,0.32,0.55,0.63,0.41,NA,0.19,0.33,0.33
2021-10-17,2021-09-30,2021-10-12,2021-10-06,943,Dissatisfied,0.52,0.51,0.53,0.51,0.57,0.48,0.49,0.55,0.51,0.47,0.6,0.51,0.51,0.5,0.57,0.51,0.52,0.53,0.5,0.56,0.7,0.68,0.23,0.23,0.53,NA,0.78,0.71,0.55,0.4,0.33,0.53,NA,0.75,0.58,0.52
2021-10-17,2021-09-30,2021-10-12,2021-10-06,943,No opinion,0.07,0.07,0.08,0.11,0.07,0.05,0.07,0.08,0.04,0.1,0.02,0.1,0.07,0.08,0.05,0.05,0.09,0.07,0.06,0.04,0.21,0.03,0.05,0.04,0.13,NA,0.06,0.06,0.13,0.05,0.05,0.07,NA,0.06,0.09,0.15
2021-11-14,2021-10-28,2021-11-09,2021-11-03,912,Satisfied,0.38,0.39,0.37,0.36,0.37,0.4,0.44,0.33,0.41,0.45,0.38,0.35,0.31,0.39,0.36,0.3,0.44,0.34,0.4,0.37,0.19,0.09,0.7,0.71,NA,0.55,0.18,0.22,0.27,0.59,0.61,NA,0.44,0.19,0.24,0.27
2021-11-14,2021-10-28,2021-11-09,2021-11-03,912,Dissatisfied,0.53,0.53,0.53,0.5,0.54,0.55,0.47,0.58,0.52,0.45,0.56,0.53,0.6,0.52,0.55,0.55,0.46,0.59,0.52,0.48,0.65,0.66,0.23,0.23,NA,0.41,0.77,0.66,0.55,0.34,0.32,NA,0.44,0.77,0.67,0.53
2021-11-14,2021-10-28,2021-11-09,2021-11-03,912,No opinion,0.09,0.08,0.1,0.14,0.09,0.05,0.1,0.09,0.06,0.1,0.06,0.12,0.09,0.09,0.09,0.14,0.1,0.07,0.08,0.15,0.17,0.26,0.07,0.07,NA,0.04,0.06,0.12,0.17,0.07,0.07,NA,0.11,0.04,0.09,0.2
2021-12-12,2021-11-25,2021-12-08,2021-12-01,933,Satisfied,0.4,0.41,0.38,0.34,0.36,0.48,0.44,0.36,0.38,0.42,0.44,0.38,0.33,0.39,0.41,0.46,0.42,0.35,0.42,0.37,0.12,0.25,0.77,0.7,0.51,0.6,0.17,0.16,0.34,0.66,0.62,0.39,0.52,0.16,0.22,0.37
2021-12-12,2021-11-25,2021-12-08,2021-12-01,933,Dissatisfied,0.52,0.52,0.53,0.55,0.57,0.45,0.47,0.57,0.52,0.47,0.52,0.54,0.58,0.51,0.54,0.51,0.48,0.57,0.51,0.56,0.76,0.55,0.17,0.25,0.42,0.28,0.76,0.75,0.54,0.29,0.34,0.49,0.39,0.76,0.73,0.47
2021-12-12,2021-11-25,2021-12-08,2021-12-01,933,No opinion,0.08,0.07,0.09,0.11,0.07,0.07,0.1,0.07,0.09,0.11,0.04,0.09,0.09,0.1,0.04,0.03,0.1,0.08,0.07,0.07,0.12,0.21,0.06,0.05,0.07,0.12,0.07,0.08,0.12,0.05,0.03,0.12,0.09,0.08,0.06,0.16
2022-01-23,2022-01-06,2022-01-18,2022-01-12,917,Satisfied,0.44,0.45,0.44,0.37,0.39,0.56,0.46,0.41,0.58,0.47,0.46,0.42,0.42,0.46,0.41,0.41,0.5,0.4,0.47,0.38,0.22,0.18,0.78,0.73,0.54,0.33,0.21,0.32,0.31,0.68,0.65,0.47,0.26,0.23,0.29,0.35
2022-01-23,2022-01-06,2022-01-18,2022-01-12,917,Dissatisfied,0.47,0.48,0.47,0.49,0.54,0.39,0.44,0.51,0.35,0.45,0.48,0.46,0.5,0.45,0.51,0.55,0.41,0.51,0.46,0.5,0.55,0.72,0.17,0.22,0.39,0.42,0.72,0.59,0.54,0.27,0.29,0.38,0.58,0.7,0.59,0.5
2022-01-23,2022-01-06,2022-01-18,2022-01-12,917,No opinion,0.09,0.07,0.1,0.14,0.07,0.06,0.09,0.08,0.08,0.08,0.06,0.12,0.08,0.09,0.08,0.04,0.09,0.1,0.07,0.12,0.23,0.09,0.05,0.05,0.07,0.24,0.07,0.08,0.15,0.05,0.06,0.14,0.16,0.07,0.11,0.16
2022-02-13,2022-01-27,2022-02-08,2022-02-02,928,Satisfied,0.46,0.46,0.46,0.38,0.45,0.53,0.52,0.38,NA,0.52,0.45,0.44,0.43,0.45,0.49,0.47,0.51,0.41,0.5,0.43,0.24,0.1,0.83,0.78,0.37,NA,0.19,0.38,0.31,0.69,0.67,0.45,0.65,0.23,0.4,0.32
2022-02-13,2022-01-27,2022-02-08,2022-02-02,928,Dissatisfied,0.46,0.47,0.45,0.51,0.46,0.43,0.4,0.53,NA,0.39,0.49,0.49,0.5,0.46,0.46,0.45,0.42,0.51,0.44,0.5,0.67,0.72,0.11,0.19,0.54,NA,0.75,0.58,0.52,0.26,0.29,0.51,0.29,0.7,0.54,0.52
2022-02-13,2022-01-27,2022-02-08,2022-02-02,928,No opinion,0.08,0.07,0.09,0.11,0.08,0.04,0.08,0.08,NA,0.1,0.06,0.07,0.07,0.09,0.05,0.08,0.08,0.08,0.06,0.07,0.09,0.18,0.05,0.03,0.1,NA,0.06,0.05,0.16,0.05,0.04,0.04,0.06,0.07,0.06,0.16
2022-03-13,2022-02-24,2022-03-08,2022-03-02,928,Satisfied,0.43,0.4,0.45,0.35,0.43,0.48,0.48,0.36,0.51,0.5,0.38,0.43,0.37,0.46,0.35,0.37,0.47,0.4,0.45,0.4,0.37,0.11,0.8,0.78,NA,0.43,0.18,0.2,0.3,0.64,0.7,NA,0.46,0.19,0.27,0.31
2022-03-13,2022-02-24,2022-03-08,2022-03-02,928,Dissatisfied,0.48,0.51,0.44,0.52,0.48,0.43,0.42,0.53,0.46,0.37,0.56,0.45,0.56,0.42,0.57,0.52,0.42,0.52,0.47,0.51,0.46,0.58,0.14,0.16,NA,0.49,0.74,0.73,0.5,0.31,0.25,NA,0.46,0.7,0.65,0.5
2022-03-13,2022-02-24,2022-03-08,2022-03-02,928,No opinion,0.1,0.09,0.1,0.13,0.09,0.09,0.1,0.1,0.03,0.13,0.06,0.12,0.07,0.11,0.08,0.12,0.1,0.09,0.08,0.08,0.17,0.31,0.06,0.05,NA,0.08,0.07,0.07,0.2,0.05,0.05,NA,0.09,0.11,0.08,0.19
2022-04-25,2022-03-31,2022-04-20,2022-04-10,957,Satisfied,0.44,0.47,0.42,0.38,0.39,0.55,0.52,0.37,0.48,0.52,0.46,0.4,0.37,0.49,0.37,0.36,0.48,0.43,0.48,0.44,0.24,0.22,0.78,0.78,0.57,0.72,0.14,0.28,0.33,0.64,0.73,0.61,0.55,0.16,0.27,0.37
2022-04-25,2022-03-31,2022-04-20,2022-04-10,957,Dissatisfied,0.48,0.45,0.51,0.5,0.55,0.4,0.41,0.55,0.49,0.41,0.49,0.52,0.54,0.44,0.56,0.53,0.44,0.51,0.47,0.48,0.53,0.57,0.17,0.18,0.39,0.25,0.82,0.63,0.52,0.31,0.23,0.36,0.43,0.8,0.67,0.46
2022-04-25,2022-03-31,2022-04-20,2022-04-10,957,No opinion,0.07,0.08,0.07,0.11,0.06,0.06,0.07,0.08,0.03,0.07,0.05,0.08,0.09,0.07,0.07,0.11,0.07,0.06,0.05,0.08,0.22,0.2,0.05,0.04,0.04,0.03,0.04,0.09,0.15,0.05,0.04,0.04,0.02,0.04,0.06,0.17
2022-05-15,2022-04-28,2022-05-10,2022-05-04,908,Satisfied,0.44,0.45,0.43,0.38,0.34,0.58,0.44,0.43,0.42,0.51,0.43,0.42,0.36,0.47,0.38,0.31,0.49,0.43,0.46,0.43,0.13,0.25,0.83,0.72,0.55,0.68,0.2,0.26,0.3,0.68,0.59,0.61,0.52,0.21,0.28,0.37
2022-05-15,2022-04-28,2022-05-10,2022-05-04,908,Dissatisfied,0.49,0.49,0.48,0.52,0.58,0.37,0.47,0.49,0.54,0.42,0.52,0.47,0.57,0.45,0.56,0.59,0.41,0.52,0.47,0.48,0.75,0.56,0.13,0.26,0.4,0.24,0.75,0.63,0.53,0.28,0.38,0.34,0.41,0.73,0.57,0.48
2022-05-15,2022-04-28,2022-05-10,2022-05-04,908,No opinion,0.08,0.07,0.09,0.11,0.08,0.06,0.08,0.08,0.04,0.08,0.05,0.11,0.07,0.09,0.06,0.09,0.1,0.05,0.06,0.09,0.12,0.2,0.04,0.01,0.05,0.08,0.05,0.12,0.17,0.04,0.03,0.05,0.07,0.06,0.15,0.16
2022-06-12,2022-05-25,2022-06-07,2022-05-31,917,Satisfied,0.42,0.44,0.4,0.34,0.4,0.51,0.47,0.37,0.41,0.48,0.38,0.42,0.41,0.43,0.41,0.42,0.44,0.4,0.46,0.37,0.28,0.15,0.82,0.76,0.33,0.34,0.2,0.22,0.27,0.64,0.65,0.27,0.46,0.24,0.31,0.27
2022-06-12,2022-05-25,2022-06-07,2022-05-31,917,Dissatisfied,0.48,0.47,0.49,0.5,0.53,0.4,0.45,0.52,0.42,0.44,0.49,0.47,0.54,0.49,0.47,0.52,0.45,0.5,0.47,0.52,0.54,0.73,0.1,0.22,0.56,0.39,0.71,0.63,0.58,0.3,0.31,0.67,0.39,0.67,0.62,0.53
2022-06-12,2022-05-25,2022-06-07,2022-05-31,917,No opinion,0.1,0.09,0.11,0.16,0.07,0.09,0.08,0.11,0.16,0.08,0.13,0.12,0.06,0.09,0.12,0.07,0.11,0.1,0.07,0.11,0.18,0.12,0.08,0.02,0.11,0.27,0.08,0.14,0.15,0.06,0.05,0.06,0.14,0.09,0.07,0.2
2022-07-17,2022-06-30,2022-07-12,2022-07-06,917,Satisfied,0.39,0.41,0.36,0.33,0.35,0.47,0.46,0.32,0.45,0.44,0.42,0.36,0.32,0.4,0.37,0.39,0.44,0.34,0.41,0.34,0.28,0.11,0.7,0.76,0.48,0.45,0.17,0.17,0.27,0.57,0.65,0.44,0.53,0.16,0.2,0.34
2022-07-17,2022-06-30,2022-07-12,2022-07-06,917,Dissatisfied,0.54,0.54,0.55,0.57,0.59,0.48,0.49,0.59,0.55,0.51,0.53,0.54,0.62,0.53,0.58,0.56,0.48,0.61,0.55,0.61,0.46,0.71,0.24,0.21,0.51,0.46,0.81,0.8,0.56,0.39,0.31,0.52,0.44,0.81,0.77,0.5
2022-07-17,2022-06-30,2022-07-12,2022-07-06,917,No opinion,0.07,0.05,0.08,0.09,0.07,0.05,0.05,0.09,0,0.05,0.05,0.1,0.06,0.08,0.05,0.06,0.08,0.06,0.04,0.05,0.26,0.18,0.06,0.03,0.01,0.09,0.02,0.02,0.17,0.04,0.04,0.04,0.02,0.03,0.03,0.16
2022-09-11,2022-08-25,2022-09-06,2022-08-31,905,Satisfied,0.36,0.34,0.37,0.24,0.36,0.44,0.4,0.33,0.23,0.41,0.32,0.35,0.33,0.38,0.31,0.3,0.42,0.31,0.38,0.34,0.21,0.23,0.72,0.67,0.39,0.48,0.11,0.24,0.26,0.53,0.59,0.49,0.45,0.11,0.25,0.27
2022-09-11,2022-08-25,2022-09-06,2022-08-31,905,Dissatisfied,0.57,0.59,0.55,0.6,0.59,0.52,0.51,0.61,0.61,0.53,0.61,0.54,0.6,0.54,0.62,0.65,0.47,0.64,0.57,0.62,0.47,0.63,0.27,0.3,0.48,0.45,0.85,0.67,0.58,0.44,0.37,0.4,0.48,0.85,0.61,0.59
