date,date_start,date_end,date_middle,sample_size,satisfaction_government,total,male,female,age_18_34,age_35_54,age_55,class_abc1,class_c2de,class_f,region_dublin,region_leinster,region_munster,region_connacht_ulster,area_urban,area_rural,const_seats_3,const_seats_4,const_seats_5,voting_vote,voting_prob_vote,voting_undecided,voting_not_vote,future_fianna_fail,future_fine_gael,future_labour,future_greens,future_sinn_fein,future_ind_oth,future_dont_know,past_fianna_fail,past_fine_gael,past_labour,past_greens,past_sinn_fein,past_ind_oth,past_dont_know
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,No opinion,0.08,0.08,0.08,0.13,0.07,0.04,0.09,0.08,0.07,0.09,0.1,0.05,0.07,0.08,0.09,0.09,0.08,0.08,0.06,0.07,0.22,0.18,0.02,0.09,0.02,NA,0.05,0.07,0.17,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Satisfied,0.29,0.35,0.24,0.31,0.26,0.32,0.3,0.3,0.24,0.33,0.25,0.28,0.32,0.32,0.25,0.26,0.36,0.24,0.3,0.19,0.31,0.18,0.26,0.7,0.41,0.21,0.16,0.24,0.18,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Dissatisfied,0.63,0.58,0.68,0.57,0.69,0.63,0.64,0.61,0.71,0.61,0.66,0.63,0.63,0.61,0.67,0.64,0.58,0.68,0.65,0.73,0.55,0.57,0.68,0.28,0.48,0.68,0.77,0.72,0.67,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,No opinion,0.07,0.07,0.08,0.12,0.05,0.06,0.06,0.09,0.05,0.06,0.09,0.09,0.05,0.08,0.07,0.11,0.06,0.08,0.05,0.08,0.14,0.25,0.06,0.03,0.12,0.11,0.07,0.05,0.15,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Satisfied,0.26,0.31,0.22,0.3,0.22,0.27,0.29,0.22,0.43,0.3,0.19,0.24,0.33,0.27,0.24,0.23,0.34,0.19,0.27,0.28,0.23,0.15,0.27,0.65,0.3,NA,0.05,0.09,0.21,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Dissatisfied,0.65,0.6,0.7,0.54,0.71,0.69,0.61,0.7,0.51,0.65,0.73,0.61,0.6,0.66,0.62,0.57,0.61,0.73,0.67,0.63,0.44,0.74,0.67,0.32,0.57,NA,0.91,0.75,0.62,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,No opinion,0.09,0.09,0.09,0.16,0.07,0.04,0.11,0.08,0.06,0.05,0.08,0.16,0.07,0.06,0.13,0.2,0.06,0.07,0.06,0.09,0.34,0.11,0.06,0.03,0.13,NA,0.04,0.16,0.16,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Satisfied,0.34,0.38,0.3,0.36,0.34,0.31,0.4,0.31,0.24,0.4,0.29,0.32,0.35,0.37,0.29,0.35,0.34,0.33,0.35,0.36,0.35,0.23,0.35,0.67,NA,0.07,0.13,0.13,0.28,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Dissatisfied,0.58,0.57,0.59,0.52,0.61,0.61,0.55,0.6,0.61,0.55,0.56,0.61,0.63,0.57,0.6,0.59,0.58,0.57,0.59,0.5,0.4,0.55,0.62,0.32,NA,0.78,0.84,0.75,0.52,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,No opinion,0.08,0.05,0.11,0.12,0.04,0.08,0.05,0.09,0.15,0.06,0.16,0.07,0.02,0.06,0.11,0.06,0.08,0.1,0.06,0.14,0.25,0.22,0.03,0.01,NA,0.15,0.03,0.12,0.2,NA,NA,NA,NA,NA,NA,NA
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Satisfied,0.35,0.4,0.31,0.35,0.34,0.37,0.38,0.33,0.37,0.37,0.37,0.32,0.33,0.35,0.35,0.4,0.38,0.29,0.36,0.33,0.34,0.22,0.34,0.7,0.34,0.33,0.13,0.15,0.28,NA,NA,NA,NA,NA,NA,NA
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Dissatisfied,0.56,0.51,0.62,0.51,0.58,0.59,0.54,0.59,0.49,0.58,0.5,0.57,0.62,0.58,0.54,0.51,0.53,0.64,0.57,0.53,0.56,0.53,0.6,0.25,0.59,0.61,0.82,0.8,0.55,NA,NA,NA,NA,NA,NA,NA
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,No opinion,0.08,0.09,0.08,0.14,0.08,0.05,0.08,0.08,0.13,0.05,0.13,0.1,0.06,0.07,0.1,0.09,0.09,0.07,0.07,0.14,0.09,0.25,0.07,0.06,0.07,0.06,0.05,0.06,0.17,NA,NA,NA,NA,NA,NA,NA
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Satisfied,0.35,0.42,0.28,0.31,0.36,0.37,0.36,0.31,0.57,0.38,0.3,0.34,0.39,0.33,0.39,0.38,0.37,0.31,0.36,0.3,0.31,0.2,0.31,0.68,NA,NA,0.13,0.19,0.28,NA,NA,NA,NA,NA,NA,NA
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Dissatisfied,0.56,0.53,0.59,0.56,0.57,0.55,0.57,0.58,0.34,0.55,0.59,0.56,0.53,0.59,0.51,0.52,0.57,0.58,0.57,0.6,0.5,0.45,0.63,0.29,NA,NA,0.78,0.74,0.51,NA,NA,NA,NA,NA,NA,NA
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,No opinion,0.09,0.05,0.13,0.13,0.07,0.07,0.07,0.11,0.09,0.07,0.11,0.1,0.08,0.08,0.1,0.1,0.07,0.11,0.07,0.1,0.19,0.36,0.06,0.03,NA,NA,0.09,0.08,0.2,NA,NA,NA,NA,NA,NA,NA
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Satisfied,0.39,0.42,0.37,0.41,0.42,0.36,0.46,0.32,0.57,0.42,0.35,0.37,0.45,0.35,0.47,0.44,0.4,0.36,0.4,0.43,0.53,0.13,0.39,0.76,0.41,0.62,0.16,0.2,0.27,NA,NA,NA,NA,NA,NA,NA
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Dissatisfied,0.49,0.47,0.51,0.44,0.46,0.56,0.44,0.56,0.3,0.46,0.52,0.51,0.46,0.53,0.42,0.45,0.46,0.55,0.49,0.42,0.32,0.67,0.52,0.19,0.48,0.28,0.74,0.66,0.52,NA,NA,NA,NA,NA,NA,NA
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,No opinion,0.12,0.11,0.12,0.15,0.12,0.09,0.1,0.12,0.13,0.12,0.13,0.11,0.09,0.12,0.11,0.1,0.14,0.09,0.1,0.15,0.15,0.19,0.08,0.05,0.11,0.1,0.1,0.13,0.2,NA,NA,NA,NA,NA,NA,NA
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Satisfied,0.41,0.45,0.38,0.39,0.42,0.42,0.44,0.36,0.6,0.48,0.35,0.41,0.4,0.41,0.41,0.41,0.5,0.3,0.42,0.42,0.33,0.19,0.39,0.74,0.45,0.13,0.17,0.2,0.34,NA,NA,NA,NA,NA,NA,NA
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Dissatisfied,0.49,0.48,0.5,0.48,0.49,0.51,0.45,0.55,0.34,0.45,0.53,0.47,0.53,0.5,0.48,0.46,0.41,0.61,0.5,0.49,0.47,0.61,0.52,0.21,0.44,0.8,0.81,0.69,0.47,NA,NA,NA,NA,NA,NA,NA
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,No opinion,0.1,0.07,0.12,0.13,0.09,0.08,0.11,0.09,0.05,0.08,0.12,0.11,0.07,0.09,0.11,0.13,0.08,0.09,0.08,0.09,0.2,0.2,0.09,0.05,0.11,0.07,0.02,0.11,0.19,NA,NA,NA,NA,NA,NA,NA
2017-10-15,2017-10-02,2017-10-10,2017-10-06,915,Satisfied,0.39,0.4,0.38,0.36,0.34,0.47,0.42,0.36,0.44,0.45,0.37,0.32,0.42,0.37,0.42,0.47,0.4,0.33,0.41,0.32,0.18,0.3,0.37,0.78,0.4,0.36,0.16,0.24,0.28,NA,NA,NA,NA,NA,NA,NA
2017-10-15,2017-10-02,2017-10-10,2017-10-06,915,Dissatisfied,0.51,0.51,0.52,0.48,0.57,0.47,0.5,0.54,0.41,0.49,0.51,0.53,0.52,0.53,0.48,0.43,0.5,0.58,0.51,0.57,0.55,0.6,0.57,0.18,0.54,0.52,0.77,0.6,0.55,NA,NA,NA,NA,NA,NA,NA
2017-10-15,2017-10-02,2017-10-10,2017-10-06,915,No opinion,0.1,0.09,0.11,0.16,0.09,0.06,0.08,0.11,0.15,0.06,0.12,0.15,0.06,0.1,0.1,0.1,0.11,0.09,0.08,0.11,0.27,0.1,0.07,0.03,0.06,0.12,0.07,0.16,0.17,NA,NA,NA,NA,NA,NA,NA
2017-11-12,2017-10-26,2017-11-07,2017-11-01,919,Satisfied,0.44,0.49,0.38,0.45,0.42,0.44,0.49,0.36,0.69,0.47,0.38,0.45,0.43,0.41,0.48,0.49,0.42,0.42,0.47,0.45,0.22,0.18,0.4,0.82,0.34,NA,0.23,0.31,0.25,NA,NA,NA,NA,NA,NA,NA
2017-11-12,2017-10-26,2017-11-07,2017-11-01,919,Dissatisfied,0.46,0.44,0.48,0.38,0.49,0.48,0.42,0.51,0.3,0.41,0.48,0.43,0.53,0.47,0.43,0.4,0.46,0.49,0.44,0.4,0.58,0.63,0.53,0.14,0.41,NA,0.68,0.58,0.53,NA,NA,NA,NA,NA,NA,NA
2017-11-12,2017-10-26,2017-11-07,2017-11-01,919,No opinion,0.11,0.07,0.14,0.17,0.09,0.08,0.1,0.13,0.02,0.11,0.14,0.12,0.03,0.12,0.09,0.11,0.12,0.09,0.09,0.16,0.21,0.19,0.06,0.03,0.25,NA,0.09,0.11,0.22,NA,NA,NA,NA,NA,NA,NA
2017-12-24,2017-12-11,2017-12-19,2017-12-15,913,Satisfied,0.51,0.56,0.47,0.43,0.53,0.56,0.57,0.46,0.56,0.6,0.47,0.49,0.48,0.53,0.48,0.51,0.53,0.49,0.56,0.47,0.37,0.14,0.52,0.85,0.64,NA,0.31,0.43,0.31,NA,NA,NA,NA,NA,NA,NA
2017-12-24,2017-12-11,2017-12-19,2017-12-15,913,Dissatisfied,0.38,0.36,0.4,0.39,0.38,0.38,0.33,0.43,0.32,0.33,0.41,0.4,0.39,0.37,0.41,0.39,0.34,0.43,0.36,0.4,0.47,0.54,0.41,0.11,0.32,NA,0.65,0.45,0.44,NA,NA,NA,NA,NA,NA,NA
2017-12-24,2017-12-11,2017-12-19,2017-12-15,913,No opinion,0.1,0.08,0.13,0.18,0.09,0.07,0.1,0.11,0.12,0.07,0.12,0.11,0.14,0.1,0.11,0.09,0.12,0.08,0.08,0.13,0.16,0.31,0.07,0.04,0.04,NA,0.05,0.13,0.24,NA,NA,NA,NA,NA,NA,NA
2018-01-16,2018-01-04,2018-01-16,2018-01-10,920,Satisfied,0.44,0.45,0.43,0.41,0.43,0.46,0.5,0.39,0.45,0.46,0.41,0.48,0.37,0.41,0.48,0.48,0.43,0.43,0.47,0.44,0.32,0.11,0.48,0.74,0.48,NA,0.23,0.3,0.3,NA,NA,NA,NA,NA,NA,NA
2018-01-16,2018-01-04,2018-01-16,2018-01-10,920,Dissatisfied,0.46,0.45,0.47,0.42,0.48,0.46,0.39,0.53,0.4,0.46,0.5,0.42,0.48,0.5,0.4,0.46,0.46,0.47,0.45,0.45,0.49,0.59,0.48,0.21,0.46,NA,0.71,0.66,0.46,NA,NA,NA,NA,NA,NA,NA
2018-01-16,2018-01-04,2018-01-16,2018-01-10,920,No opinion,0.1,0.09,0.11,0.16,0.08,0.07,0.11,0.09,0.14,0.08,0.09,0.1,0.14,0.08,0.13,0.06,0.12,0.1,0.08,0.11,0.19,0.3,0.04,0.05,0.06,NA,0.06,0.04,0.24,NA,NA,NA,NA,NA,NA,NA
2018-02-13,2018-02-01,2018-02-13,2018-02-07,926,Satisfied,0.48,0.49,0.46,0.43,0.46,0.54,0.55,0.4,0.62,0.49,0.45,0.53,0.42,0.47,0.48,0.55,0.48,0.43,0.5,0.38,0.28,0.19,0.52,0.82,0.49,NA,0.17,0.32,0.32,NA,NA,NA,NA,NA,NA,NA
2018-02-13,2018-02-01,2018-02-13,2018-02-07,926,Dissatisfied,0.43,0.43,0.43,0.41,0.46,0.4,0.36,0.5,0.34,0.46,0.45,0.36,0.46,0.45,0.4,0.32,0.42,0.5,0.42,0.52,0.56,0.45,0.42,0.15,0.48,NA,0.73,0.62,0.46,NA,NA,NA,NA,NA,NA,NA
2018-02-13,2018-02-01,2018-02-13,2018-02-07,926,No opinion,0.09,0.08,0.11,0.16,0.08,0.06,0.09,0.1,0.04,0.05,0.1,0.11,0.13,0.08,0.12,0.13,0.1,0.07,0.07,0.1,0.16,0.36,0.06,0.03,0.03,NA,0.09,0.05,0.22,NA,NA,NA,NA,NA,NA,NA
2018-03-13,2018-03-06,2018-03-13,2018-03-09,900,Satisfied,0.5,0.54,0.46,0.46,0.5,0.53,0.53,0.47,0.54,0.55,0.49,0.5,0.43,0.5,0.49,0.55,0.41,0.56,0.52,0.53,0.4,0.29,0.49,0.86,0.46,NA,0.29,0.27,0.34,NA,NA,NA,NA,NA,NA,NA
2018-03-13,2018-03-06,2018-03-13,2018-03-09,900,Dissatisfied,0.41,0.39,0.44,0.39,0.43,0.42,0.4,0.43,0.38,0.41,0.4,0.39,0.49,0.4,0.43,0.37,0.47,0.38,0.42,0.39,0.38,0.5,0.46,0.1,0.5,NA,0.63,0.64,0.47,NA,NA,NA,NA,NA,NA,NA
2018-03-13,2018-03-06,2018-03-13,2018-03-09,900,No opinion,0.09,0.07,0.1,0.15,0.07,0.05,0.07,0.1,0.08,0.04,0.12,0.11,0.07,0.09,0.07,0.07,0.12,0.06,0.06,0.08,0.22,0.21,0.05,0.04,0.03,NA,0.08,0.08,0.19,NA,NA,NA,NA,NA,NA,NA
2018-04-19,2018-04-05,2018-04-17,2018-04-11,928,Satisfied,0.47,0.54,0.4,0.46,0.44,0.51,0.51,0.42,0.65,0.55,0.47,0.44,0.41,0.46,0.49,0.57,0.45,0.43,0.5,0.45,0.3,0.11,0.47,0.82,0.54,0.3,0.25,0.23,0.37,NA,NA,NA,NA,NA,NA,NA
2018-04-19,2018-04-05,2018-04-17,2018-04-11,928,Dissatisfied,0.44,0.39,0.49,0.38,0.49,0.44,0.4,0.5,0.25,0.36,0.45,0.46,0.52,0.46,0.42,0.33,0.47,0.49,0.43,0.45,0.53,0.56,0.46,0.13,0.44,0.3,0.72,0.72,0.43,NA,NA,NA,NA,NA,NA,NA
2018-04-19,2018-04-05,2018-04-17,2018-04-11,928,No opinion,0.09,0.06,0.11,0.16,0.07,0.05,0.09,0.08,0.09,0.09,0.08,0.1,0.07,0.09,0.09,0.1,0.08,0.09,0.07,0.09,0.17,0.32,0.07,0.05,0.02,0.39,0.03,0.05,0.19,NA,NA,NA,NA,NA,NA,NA
2018-05-15,2018-05-03,2018-05-15,2018-05-09,935,Satisfied,0.41,0.45,0.36,0.39,0.4,0.42,0.43,0.35,0.72,0.44,0.41,0.42,0.32,0.4,0.41,0.4,0.45,0.35,0.42,0.45,0.38,0.19,0.44,0.82,0.4,0.49,0.15,0.26,0.28,NA,NA,NA,NA,NA,NA,NA
2018-05-15,2018-05-03,2018-05-15,2018-05-09,935,Dissatisfied,0.5,0.46,0.53,0.43,0.5,0.54,0.45,0.56,0.24,0.47,0.51,0.47,0.55,0.49,0.5,0.5,0.44,0.57,0.5,0.5,0.45,0.55,0.51,0.16,0.47,0.31,0.78,0.62,0.54,NA,NA,NA,NA,NA,NA,NA
2018-05-15,2018-05-03,2018-05-15,2018-05-09,935,No opinion,0.1,0.09,0.11,0.18,0.09,0.04,0.12,0.09,0.04,0.09,0.07,0.11,0.13,0.1,0.09,0.11,0.11,0.08,0.08,0.06,0.17,0.26,0.05,0.02,0.13,0.2,0.07,0.12,0.19,NA,NA,NA,NA,NA,NA,NA
2018-06-12,2018-05-31,2018-06-12,2018-06-06,931,Satisfied,0.46,0.52,0.4,0.42,0.49,0.47,0.52,0.4,0.57,0.51,0.48,0.48,0.32,0.47,0.46,0.51,0.42,0.48,0.49,0.49,0.39,0.13,0.46,0.84,0.53,NA,0.25,0.35,0.34,NA,NA,NA,NA,NA,NA,NA
2018-06-12,2018-05-31,2018-06-12,2018-06-06,931,Dissatisfied,0.44,0.4,0.48,0.44,0.43,0.46,0.37,0.5,0.37,0.43,0.42,0.39,0.58,0.44,0.44,0.42,0.46,0.44,0.43,0.43,0.38,0.66,0.43,0.15,0.43,NA,0.69,0.57,0.47,NA,NA,NA,NA,NA,NA,NA
2018-06-12,2018-05-31,2018-06-12,2018-06-06,931,No opinion,0.1,0.08,0.11,0.14,0.08,0.07,0.1,0.1,0.06,0.06,0.1,0.12,0.1,0.09,0.1,0.07,0.12,0.09,0.08,0.08,0.23,0.21,0.12,0.01,0.04,NA,0.06,0.08,0.19,NA,NA,NA,NA,NA,NA,NA
2018-07-17,2018-07-05,2018-07-17,2018-07-11,931,Satisfied,0.48,0.51,0.44,0.54,0.47,0.44,0.55,0.41,0.53,0.49,0.48,0.48,0.46,0.47,0.5,0.54,0.43,0.5,0.49,0.51,0.52,0.19,0.41,0.86,NA,NA,0.19,0.24,0.43,NA,NA,NA,NA,NA,NA,NA
2018-07-17,2018-07-05,2018-07-17,2018-07-11,931,Dissatisfied,0.44,0.44,0.43,0.37,0.43,0.5,0.36,0.5,0.43,0.44,0.45,0.4,0.48,0.44,0.43,0.39,0.45,0.45,0.44,0.41,0.34,0.5,0.52,0.12,NA,NA,0.75,0.65,0.39,NA,NA,NA,NA,NA,NA,NA
2018-07-17,2018-07-05,2018-07-17,2018-07-11,931,No opinion,0.08,0.04,0.12,0.1,0.1,0.06,0.08,0.09,0.04,0.07,0.08,0.12,0.06,0.09,0.07,0.07,0.12,0.05,0.07,0.08,0.13,0.32,0.07,0.02,NA,NA,0.06,0.12,0.18,NA,NA,NA,NA,NA,NA,NA
2018-09-18,2018-09-06,2018-09-18,2018-09-12,940,Satisfied,0.43,0.48,0.39,0.47,0.4,0.43,0.5,0.36,0.59,0.41,0.45,0.44,0.41,0.43,0.43,0.45,0.44,0.41,0.45,0.43,0.36,0.22,0.43,0.8,0.28,NA,0.2,0.31,0.33,NA,NA,NA,NA,NA,NA,NA
2018-09-18,2018-09-06,2018-09-18,2018-09-12,940,Dissatisfied,0.49,0.46,0.51,0.4,0.53,0.51,0.43,0.55,0.36,0.51,0.48,0.46,0.5,0.49,0.48,0.47,0.47,0.51,0.48,0.45,0.43,0.65,0.53,0.17,0.64,NA,0.74,0.62,0.48,NA,NA,NA,NA,NA,NA,NA
2018-09-18,2018-09-06,2018-09-18,2018-09-12,940,No opinion,0.08,0.06,0.1,0.13,0.07,0.06,0.07,0.09,0.05,0.07,0.07,0.1,0.09,0.08,0.09,0.08,0.09,0.07,0.07,0.12,0.2,0.13,0.04,0.03,0.08,NA,0.05,0.07,0.19,NA,NA,NA,NA,NA,NA,NA
2018-10-16,2018-10-05,2018-10-16,2018-10-10,940,Satisfied,0.41,0.46,0.37,0.41,0.38,0.44,0.44,0.38,0.47,0.47,0.38,0.43,0.35,0.43,0.38,0.4,0.4,0.43,0.43,0.43,0.38,0.2,0.34,0.78,NA,NA,0.25,0.21,0.31,NA,NA,NA,NA,NA,NA,NA
2018-10-16,2018-10-05,2018-10-16,2018-10-10,940,Dissatisfied,0.5,0.46,0.53,0.48,0.52,0.48,0.47,0.53,0.44,0.49,0.55,0.44,0.52,0.49,0.51,0.52,0.47,0.52,0.49,0.49,0.49,0.59,0.58,0.18,NA,NA,0.71,0.61,0.51,NA,NA,NA,NA,NA,NA,NA
2018-10-16,2018-10-05,2018-10-16,2018-10-10,940,No opinion,0.09,0.08,0.1,0.11,0.09,0.07,0.09,0.09,0.09,0.04,0.07,0.14,0.13,0.08,0.12,0.09,0.13,0.05,0.08,0.07,0.13,0.21,0.08,0.04,NA,NA,0.04,0.18,0.17,NA,NA,NA,NA,NA,NA,NA
2018-11-13,2018-11-01,2018-11-13,2018-11-07,905,Satisfied,0.42,0.43,0.41,0.43,0.36,0.49,0.44,0.4,0.44,0.48,0.41,0.41,0.34,0.44,0.38,0.44,0.43,0.39,0.45,0.39,0.28,0.12,0.42,0.78,0.58,NA,0.26,0.26,0.28,NA,NA,NA,NA,NA,NA,NA
2018-11-13,2018-11-01,2018-11-13,2018-11-07,905,Dissatisfied,0.5,0.5,0.5,0.46,0.58,0.46,0.49,0.52,0.52,0.45,0.54,0.47,0.6,0.48,0.55,0.49,0.48,0.55,0.48,0.52,0.62,0.74,0.52,0.19,0.35,NA,0.69,0.62,0.59,NA,NA,NA,NA,NA,NA,NA
2018-11-13,2018-11-01,2018-11-13,2018-11-07,905,No opinion,0.07,0.07,0.08,0.11,0.06,0.06,0.07,0.08,0.04,0.07,0.05,0.11,0.06,0.08,0.07,0.08,0.09,0.05,0.07,0.08,0.1,0.14,0.07,0.03,0.07,NA,0.05,0.11,0.12,NA,NA,NA,NA,NA,NA,NA
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Satisfied,0.41,0.45,0.36,0.43,0.33,0.47,0.44,0.38,0.39,0.46,0.36,0.43,0.35,0.42,0.38,0.44,0.42,0.37,0.44,0.44,0.2,0.21,0.4,0.76,0.43,0.37,0.18,0.21,0.32,NA,NA,NA,NA,NA,NA,NA
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Dissatisfied,0.51,0.47,0.54,0.46,0.59,0.45,0.48,0.53,0.52,0.47,0.55,0.47,0.55,0.49,0.53,0.49,0.49,0.54,0.49,0.45,0.56,0.65,0.55,0.23,0.45,0.56,0.78,0.65,0.5,NA,NA,NA,NA,NA,NA,NA
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,No opinion,0.09,0.08,0.1,0.11,0.08,0.07,0.08,0.09,0.09,0.07,0.09,0.09,0.1,0.09,0.08,0.07,0.09,0.1,0.07,0.11,0.24,0.14,0.05,0.02,0.11,0.07,0.04,0.14,0.18,NA,NA,NA,NA,NA,NA,NA
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Satisfied,0.34,0.36,0.31,0.34,0.31,0.36,0.39,0.28,0.41,0.44,0.3,0.29,0.29,0.36,0.28,0.35,0.35,0.31,0.36,0.31,0.23,0.11,0.31,0.77,NA,NA,0.12,0.22,0.2,NA,NA,NA,NA,NA,NA,NA
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Dissatisfied,0.58,0.57,0.59,0.5,0.61,0.6,0.52,0.64,0.54,0.5,0.63,0.59,0.61,0.56,0.62,0.58,0.54,0.63,0.58,0.66,0.54,0.64,0.66,0.2,NA,NA,0.8,0.72,0.6,NA,NA,NA,NA,NA,NA,NA
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,No opinion,0.08,0.07,0.1,0.16,0.07,0.04,0.09,0.08,0.05,0.06,0.06,0.12,0.1,0.08,0.09,0.07,0.11,0.06,0.06,0.03,0.23,0.25,0.03,0.03,NA,NA,0.07,0.06,0.2,NA,NA,NA,NA,NA,NA,NA
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Satisfied,0.35,0.4,0.29,0.34,0.33,0.37,0.4,0.29,0.42,0.42,0.34,0.36,0.22,0.37,0.3,0.34,0.34,0.35,0.37,0.37,0.29,0.11,0.32,0.72,NA,NA,0.2,0.22,0.18,NA,NA,NA,NA,NA,NA,NA
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Dissatisfied,0.57,0.52,0.61,0.52,0.59,0.57,0.52,0.62,0.45,0.52,0.57,0.56,0.65,0.55,0.6,0.59,0.57,0.55,0.57,0.53,0.49,0.58,0.6,0.23,NA,NA,0.76,0.71,0.64,NA,NA,NA,NA,NA,NA,NA
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,No opinion,0.09,0.08,0.1,0.14,0.08,0.06,0.08,0.09,0.13,0.06,0.09,0.09,0.13,0.09,0.09,0.07,0.09,0.1,0.06,0.1,0.21,0.31,0.08,0.05,NA,NA,0.04,0.07,0.18,NA,NA,NA,NA,NA,NA,NA
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Satisfied,0.38,0.41,0.35,0.33,0.36,0.43,0.43,0.31,0.55,0.44,0.36,0.32,0.4,0.38,0.38,0.36,0.37,0.4,0.4,0.32,0.23,0.06,0.37,0.8,0.24,0.43,0.19,0.15,0.23,NA,NA,NA,NA,NA,NA,NA
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Dissatisfied,0.55,0.52,0.57,0.54,0.6,0.5,0.51,0.6,0.41,0.48,0.58,0.59,0.54,0.55,0.54,0.55,0.54,0.55,0.53,0.57,0.57,0.78,0.55,0.17,0.66,0.46,0.77,0.8,0.63,NA,NA,NA,NA,NA,NA,NA
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,No opinion,0.07,0.07,0.08,0.13,0.04,0.07,0.06,0.09,0.04,0.08,0.06,0.09,0.06,0.07,0.09,0.08,0.09,0.06,0.06,0.11,0.2,0.16,0.09,0.03,0.1,0.11,0.04,0.05,0.14,NA,NA,NA,NA,NA,NA,NA
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Satisfied,0.38,0.41,0.35,0.39,0.33,0.42,0.42,0.33,0.47,0.46,0.34,0.38,0.31,0.41,0.31,0.4,0.39,0.35,0.4,0.49,0.29,0.03,0.34,0.77,0.3,0.72,0.18,0.18,0.26,NA,NA,NA,NA,NA,NA,NA
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Dissatisfied,0.55,0.52,0.57,0.48,0.6,0.54,0.48,0.6,0.49,0.46,0.6,0.55,0.58,0.5,0.63,0.55,0.52,0.57,0.54,0.43,0.5,0.78,0.63,0.19,0.59,0.14,0.77,0.71,0.59,NA,NA,NA,NA,NA,NA,NA
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,No opinion,0.08,0.07,0.08,0.13,0.07,0.04,0.1,0.07,0.04,0.08,0.06,0.07,0.11,0.09,0.06,0.05,0.09,0.08,0.06,0.08,0.21,0.19,0.03,0.04,0.11,0.14,0.05,0.12,0.15,NA,NA,NA,NA,NA,NA,NA
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Satisfied,0.38,0.38,0.37,0.37,0.37,0.39,0.4,0.37,0.34,0.45,0.32,0.37,0.34,0.38,0.38,0.36,0.35,0.42,0.39,0.42,0.32,0.28,0.29,0.78,0.5,0.27,0.18,0.27,0.27,NA,NA,NA,NA,NA,NA,NA
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Dissatisfied,0.54,0.53,0.55,0.52,0.56,0.55,0.52,0.55,0.61,0.5,0.58,0.53,0.58,0.55,0.54,0.54,0.57,0.51,0.55,0.51,0.6,0.46,0.68,0.2,0.45,0.56,0.76,0.66,0.53,NA,NA,NA,NA,NA,NA,NA
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,No opinion,0.08,0.08,0.08,0.11,0.07,0.06,0.08,0.08,0.05,0.05,0.09,0.1,0.08,0.08,0.08,0.1,0.08,0.07,0.06,0.08,0.08,0.26,0.03,0.02,0.05,0.17,0.06,0.07,0.2,NA,NA,NA,NA,NA,NA,NA
